,word,num_phones,prob,num_sylls_est,surprisal,lexicon,num_homophones,neighborhood_size,mode
0,sol@,4,-4.710860904547639,2,4.710860904547639,1,0,14,anti_homophones_plus
1,foS,3,-4.588397442947425,1,4.588397442947425,1,0,7,anti_homophones_plus
2,enEs@soRjOm,11,-9.97253516692625,5,9.97253516692625,1,0,0,anti_homophones_plus
3,giNOn,5,-6.348632098325732,2,6.348632098325732,1,0,2,anti_homophones_plus
4,ineS°v°la,9,-11.609090072670927,5,11.609090072670927,1,0,0,anti_homophones_plus
5,taksEl,6,-5.755676427740143,2,5.755676427740143,1,0,1,anti_homophones_plus
6,bipERty,7,-7.85152404752756,3,7.85152404752756,1,0,0,anti_homophones_plus
7,ZyRal,5,-5.122873820364468,2,5.122873820364468,1,0,6,anti_homophones_plus
8,skRe,4,-5.277858246262521,1,5.277858246262521,1,0,11,anti_homophones_plus
9,kwafe,5,-4.69854569771495,2,4.69854569771495,1,0,2,anti_homophones_plus
10,stR5,4,-5.054093557790745,1,5.054093557790745,1,1,12,anti_homophones_plus
11,5t@s,4,-3.9608986167934646,2,3.9608986167934646,1,3,15,anti_homophones_plus
12,evani,5,-5.69130177664548,3,5.69130177664548,1,0,2,anti_homophones_plus
13,kol@sjEl,8,-7.252863065368882,3,7.252863065368882,1,0,0,anti_homophones_plus
14,fORme,5,-4.22478346917015,2,4.22478346917015,1,1,12,anti_homophones_plus
15,@bR,3,-3.9850981858610854,1,3.9850981858610854,1,1,22,anti_homophones_plus
16,EskOp,5,-4.570653648807902,2,4.570653648807902,1,1,3,anti_homophones_plus
17,v@tiRomatysta,13,-14.708837483813829,6,14.708837483813829,1,0,0,anti_homophones_plus
18,desE,4,-4.72865090953701,2,4.72865090953701,1,0,19,anti_homophones_plus
19,poloZik,7,-4.408576460279977,3,4.408576460279977,1,1,15,anti_homophones_plus
20,mORd@,5,-5.014547991692513,2,5.014547991692513,1,1,6,anti_homophones_plus
21,plyR,4,-3.998533191475005,1,3.998533191475005,1,2,16,anti_homophones_plus
22,tOR,3,-3.5107175525593615,1,3.5107175525593615,1,7,37,anti_homophones_plus
23,sine,4,-3.637628426969815,2,3.637628426969815,1,5,34,anti_homophones_plus
24,ipotlajt,8,-6.808915868277564,3,6.808915868277564,1,0,0,anti_homophones_plus
25,abetif,6,-6.253584897444724,3,6.253584897444724,1,0,2,anti_homophones_plus
26,@dOsnjEm,8,-10.513824566818522,3,10.513824566818522,1,0,0,anti_homophones_plus
27,kOsmozalte,10,-7.873386206543504,4,7.873386206543504,1,0,0,anti_homophones_plus
