,word,num_phones,prob,num_sylls_est,surprisal,lexicon,num_homophones,neighborhood_size,mode
0,5pydik°te,9,-7.475936454889771,5,7.475936454889771,1,0,0,anti_homophones_plus
1,R°du,4,-4.775976550315498,2,4.775976550315498,1,0,14,anti_homophones_plus
2,tRikylER,8,-5.438313698268713,3,5.438313698268713,1,0,0,anti_homophones_plus
3,pediz@,6,-6.634965956514653,3,6.634965956514653,1,0,1,anti_homophones_plus
4,ado,3,-3.8812480502216045,2,3.8812480502216045,1,2,29,anti_homophones_plus
5,pOstenylaR,10,-8.942417800398935,4,8.942417800398935,1,0,0,anti_homophones_plus
6,l§p,3,-4.708759275751386,1,4.708759275751386,1,0,12,anti_homophones_plus
7,kaRite,6,-4.56263733895005,3,4.56263733895005,1,2,12,anti_homophones_plus
8,peRabilat@,10,-9.603842795539867,5,9.603842795539867,1,0,0,anti_homophones_plus
9,g9j,3,-5.575537189241562,1,5.575537189241562,1,0,5,anti_homophones_plus
10,apstitERkiG,11,-10.996662339448346,4,10.996662339448346,1,0,0,anti_homophones_plus
11,@peRe,5,-5.5338478946109255,3,5.5338478946109255,1,0,4,anti_homophones_plus
12,vid8El,6,-4.8578822788647145,2,4.8578822788647145,1,0,0,anti_homophones_plus
13,savon2,6,-5.535796493605591,3,5.535796493605591,1,0,0,anti_homophones_plus
14,oRj2z°m@,8,-5.096297526727166,4,5.096297526727166,1,0,3,anti_homophones_plus
15,aR@buR,6,-6.490372807420872,3,6.490372807420872,1,0,0,anti_homophones_plus
16,baRdiR,6,-5.201677251483329,2,5.201677251483329,1,0,3,anti_homophones_plus
17,dRomanije,9,-7.934634845515664,4,7.934634845515664,1,0,0,anti_homophones_plus
18,p°lot5,6,-6.069463024687696,3,6.069463024687696,1,0,2,anti_homophones_plus
19,b5g,3,-5.587324730897729,1,5.587324730897729,1,0,15,anti_homophones_plus
20,skatRik,7,-7.003279851883412,2,7.003279851883412,1,0,2,anti_homophones_plus
21,kliv,4,-5.2284281593799475,1,5.2284281593799475,1,0,7,anti_homophones_plus
22,t8eljone,8,-9.434146482029979,3,9.434146482029979,1,0,0,anti_homophones_plus
23,nekyme,6,-7.0924269705983,3,7.0924269705983,1,0,0,anti_homophones_plus
24,psikaRtRin,10,-9.736960968008818,3,9.736960968008818,1,0,0,anti_homophones_plus
25,pudR,4,-4.159048780746497,1,4.159048780746497,1,1,7,anti_homophones_plus
26,lj§,3,-4.331366244103142,1,4.331366244103142,1,2,15,anti_homophones_plus
27,s5,2,-4.568559568451292,1,4.568559568451292,1,1,27,anti_homophones_plus
28,suRdinaZ,8,-6.208306853118878,3,6.208306853118878,1,0,1,anti_homophones_plus
29,kotonisjonEl,12,-9.112185070079686,5,9.112185070079686,1,0,0,anti_homophones_plus
30,putSute§,8,-7.439796819790788,4,7.439796819790788,1,0,0,anti_homophones_plus
31,5dije,5,-5.6907551466141895,3,5.6907551466141895,1,0,4,anti_homophones_plus
32,vEst§,5,-5.537430772558581,2,5.537430772558581,1,0,2,anti_homophones_plus
33,maRdi,5,-5.478175227001071,2,5.478175227001071,1,0,11,anti_homophones_plus
34,k@paje,6,-5.603397907772004,3,5.603397907772004,1,0,1,anti_homophones_plus
35,RavaZ°m@,8,-5.816723741486129,4,5.816723741486129,1,0,0,anti_homophones_plus
36,OptazjER,8,-7.955529130647,3,7.955529130647,1,0,0,anti_homophones_plus
37,Riz@s,5,-6.034677579569793,2,6.034677579569793,1,0,2,anti_homophones_plus
38,afej5,5,-6.705833788297938,3,6.705833788297938,1,0,1,anti_homophones_plus
39,Egzeabl,7,-5.6296615101493925,3,5.6296615101493925,1,0,0,anti_homophones_plus
40,zig,3,-4.168840926760369,1,4.168840926760369,1,2,10,anti_homophones_plus
