,word,num_phones,prob,num_sylls_est,surprisal,lexicon,num_homophones,neighborhood_size,mode
0,kaRbaRb5,8,-7.885421967959335,3,7.885421967959335,1,0,0,anti_homophones_plus
1,kapi,4,-3.9847408648138725,2,3.9847408648138725,1,2,26,anti_homophones_plus
2,bRazeRikylt@,12,-10.600483014312678,5,10.600483014312678,1,0,0,anti_homophones_plus
3,anik,4,-4.210002844338286,2,4.210002844338286,1,1,26,anti_homophones_plus
4,p@tolOt,7,-7.804801840573779,3,7.804801840573779,1,0,0,anti_homophones_plus
5,pak,3,-4.195672669880947,1,4.195672669880947,1,1,28,anti_homophones_plus
6,muSaR,5,-5.1331503534606,2,5.1331503534606,1,0,3,anti_homophones_plus
7,swa,3,-4.3635010731307995,1,4.3635010731307995,1,0,19,anti_homophones_plus
8,pRefRwaj@,9,-6.941571750850178,3,6.941571750850178,1,0,0,anti_homophones_plus
9,Sip,3,-4.036350364132043,1,4.036350364132043,1,2,17,anti_homophones_plus
10,kopj5,5,-5.182087210694133,2,5.182087210694133,1,2,5,anti_homophones_plus
11,okum@s°m@,9,-9.418434225814527,5,9.418434225814527,1,0,0,anti_homophones_plus
12,selykt9R,8,-5.7866804996573515,3,5.7866804996573515,1,0,0,anti_homophones_plus
13,fRiptogRaf,10,-6.6383938782909855,3,6.6383938782909855,1,0,1,anti_homophones_plus
14,otoeljozit,10,-9.212995987730785,5,9.212995987730785,1,0,0,anti_homophones_plus
15,k§solEj9R,9,-7.108311603680307,4,7.108311603680307,1,0,0,anti_homophones_plus
16,minEkt,6,-6.687012742681109,2,6.687012742681109,1,0,1,anti_homophones_plus
17,kolOgiG,7,-6.050427384211663,3,6.050427384211663,1,0,0,anti_homophones_plus
18,komEtR,6,-4.038545218241747,2,4.038545218241747,1,4,8,anti_homophones_plus
19,vival8ana,9,-11.19196869899196,4,11.19196869899196,1,0,0,anti_homophones_plus
20,oRizaZe,7,-6.380557359776423,4,6.380557359776423,1,0,0,anti_homophones_plus
21,opsik,5,-5.202328445172397,2,5.202328445172397,1,0,4,anti_homophones_plus
22,bOksitydje,10,-8.512574754817406,4,8.512574754817406,1,0,0,anti_homophones_plus
23,RetjOn°Ri,9,-6.870241322437655,4,6.870241322437655,1,0,0,anti_homophones_plus
24,R°fR°t°nasj§,12,-8.908006461057733,5,8.908006461057733,1,0,0,anti_homophones_plus
25,fEtaRdje,8,-7.7750938074775915,3,7.7750938074775915,1,0,1,anti_homophones_plus
26,koloZiklis°lopaZ,16,-13.269894235746804,7,13.269894235746804,1,0,0,anti_homophones_plus
27,degul°dOn°m@,12,-8.68992010971587,6,8.68992010971587,1,0,0,anti_homophones_plus
28,emi,3,-3.911645866711616,2,3.911645866711616,1,2,32,anti_homophones_plus
29,fosif,5,-5.473086470625136,2,5.473086470625136,1,0,3,anti_homophones_plus
30,b@daZ,5,-4.866679139777322,2,4.866679139777322,1,0,5,anti_homophones_plus
31,Egzeni,6,-5.886006314012249,3,5.886006314012249,1,0,3,anti_homophones_plus
32,syRRealigo,10,-7.998391928887048,5,7.998391928887048,1,0,0,anti_homophones_plus
33,tup,3,-4.732013572269138,1,4.732013572269138,1,2,16,anti_homophones_plus
34,afaRd,5,-5.878927575635101,2,5.878927575635101,1,0,4,anti_homophones_plus
35,fifRakE,7,-7.216230718520899,3,7.216230718520899,1,0,0,anti_homophones_plus
36,apotEstRam,10,-9.5327898376117,4,9.5327898376117,1,0,0,anti_homophones_plus
37,flikabOnEk,10,-11.838455999154124,4,11.838455999154124,1,0,0,anti_homophones_plus
38,5tER°m@,7,-4.177929495150851,4,4.177929495150851,1,2,5,anti_homophones_plus
39,paS,3,-4.695059515057459,1,4.695059515057459,1,0,22,anti_homophones_plus
40,penypstiR,9,-8.717476536675354,3,8.717476536675354,1,0,0,anti_homophones_plus
41,ekonEl,6,-4.748346486183647,3,4.748346486183647,1,2,2,anti_homophones_plus
42,sakRij@,7,-6.429157071751769,3,6.429157071751769,1,0,0,anti_homophones_plus
43,otoRj@tatif,11,-8.324922053536788,5,8.324922053536788,1,0,0,anti_homophones_plus
44,asikonit@,9,-9.464049149545636,5,9.464049149545636,1,0,0,anti_homophones_plus
45,navRint9R,9,-8.948279620166135,3,8.948279620166135,1,0,0,anti_homophones_plus
46,kl@de,5,-5.613464764390848,2,5.613464764390848,1,0,4,anti_homophones_plus
47,medj@,5,-4.3724523628667455,2,4.3724523628667455,1,1,5,anti_homophones_plus
48,vat,3,-4.9550092451948204,1,4.9550092451948204,1,0,24,anti_homophones_plus
49,plas,4,-4.094417967501252,1,4.094417967501252,1,1,13,anti_homophones_plus
50,pRolybv@sj§,11,-10.701497541722304,4,10.701497541722304,1,0,0,anti_homophones_plus
51,minim@sjER,10,-8.214295100268378,4,8.214295100268378,1,0,0,anti_homophones_plus
52,5s@s9R,6,-5.391294097363114,3,5.391294097363114,1,0,2,anti_homophones_plus
53,sabl°,5,-5.989566911909078,2,5.989566911909078,1,0,3,anti_homophones_plus
54,pyblijoz,8,-7.098453296153847,3,7.098453296153847,1,0,0,anti_homophones_plus
55,spinanabORn,11,-12.359818344632163,4,12.359818344632163,1,0,0,anti_homophones_plus
56,beatizm,7,-5.537178963918145,3,5.537178963918145,1,0,0,anti_homophones_plus
57,faste,5,-5.774385542897489,2,5.774385542897489,1,0,6,anti_homophones_plus
58,dezORb9Rasj§,12,-9.560309571503481,5,9.560309571503481,1,0,0,anti_homophones_plus
59,mun,3,-4.608211898499897,1,4.608211898499897,1,3,13,anti_homophones_plus
60,pERn,4,-5.015663949693495,1,5.015663949693495,1,0,15,anti_homophones_plus
61,Os°le,5,-5.100819935443705,3,5.100819935443705,1,0,2,anti_homophones_plus
62,k@bwazEt,8,-7.30177433311437,3,7.30177433311437,1,0,0,anti_homophones_plus
63,deZ°m@,6,-5.503041093211964,3,5.503041093211964,1,0,4,anti_homophones_plus
64,SaRZ@t°Ri,9,-6.384909993018888,4,6.384909993018888,1,0,0,anti_homophones_plus
