,word,num_phones,prob,num_sylls_est,surprisal,lexicon,num_homophones,neighborhood_size,mode
0,mubEl,5,-8.014797195592099,2,8.014797195592099,1,0,2,anti_homophones_plus
1,RastRaZ,7,-6.777647880698591,2,6.777647880698591,1,0,0,anti_homophones_plus
2,EkstR,5,-4.344404961106608,1,4.344404961106608,1,0,10,anti_homophones_plus
3,b@kEsalpe,9,-9.561431001558148,4,9.561431001558148,1,0,0,anti_homophones_plus
4,blafReneite,11,-9.355983118445105,5,9.355983118445105,1,0,0,anti_homophones_plus
5,EmiG,4,-6.283960225450289,2,6.283960225450289,1,0,0,anti_homophones_plus
6,ko5sid,6,-5.720330650042205,3,5.720330650042205,1,0,0,anti_homophones_plus
7,plyvjol@s,9,-6.649205310989398,3,6.649205310989398,1,0,0,anti_homophones_plus
8,@kOS,4,-4.84347374022737,2,4.84347374022737,1,1,5,anti_homophones_plus
9,dRaSjaR,7,-8.124014844957257,2,8.124014844957257,1,0,0,anti_homophones_plus
10,taRtit,6,-6.282348374440207,2,6.282348374440207,1,0,2,anti_homophones_plus
11,sud9lwaR,8,-7.856546205527858,3,7.856546205527858,1,0,0,anti_homophones_plus
12,plyR9R,6,-5.725131091158445,2,5.725131091158445,1,0,2,anti_homophones_plus
13,es8ifame,8,-7.535904748879264,4,7.535904748879264,1,0,0,anti_homophones_plus
14,ine,3,-3.1957967001689433,2,3.1957967001689433,1,7,51,anti_homophones_plus
15,somytan9R,9,-9.01974871750045,4,9.01974871750045,1,0,0,anti_homophones_plus
16,bwat°Ri,7,-5.437754969375447,3,5.437754969375447,1,1,2,anti_homophones_plus
17,saR,3,-3.5810647733080776,1,3.5810647733080776,1,4,59,anti_homophones_plus
18,fide,4,-4.824453060653485,2,4.824453060653485,1,1,13,anti_homophones_plus
19,Zenetwumisizjolat9R,19,-15.783331344873867,8,15.783331344873867,1,0,0,anti_homophones_plus
20,stREp°l9R,9,-8.193648921223367,3,8.193648921223367,1,0,1,anti_homophones_plus
21,ne@ti,5,-5.803286648065546,3,5.803286648065546,1,0,0,anti_homophones_plus
22,ipERl@,6,-5.735291538781977,3,5.735291538781977,1,0,1,anti_homophones_plus
23,loti,4,-5.5634956715070905,2,5.5634956715070905,1,0,12,anti_homophones_plus
24,kRediskopal°m@,14,-10.07452022212061,6,10.07452022212061,1,0,0,anti_homophones_plus
25,k§tRosedw5tesj§,15,-13.616942413865074,6,13.616942413865074,1,0,0,anti_homophones_plus
26,Rumf,4,-5.383880796019424,1,5.383880796019424,1,0,3,anti_homophones_plus
27,R°m@,4,-3.0191226288841624,2,3.0191226288841624,1,10,50,anti_homophones_plus
28,REz§,4,-4.314244387086256,2,4.314244387086256,1,2,11,anti_homophones_plus
29,Resjo,5,-6.327401156153646,2,6.327401156153646,1,0,4,anti_homophones_plus
30,flag,4,-4.507245717046053,1,4.507245717046053,1,0,11,anti_homophones_plus
31,k@guRd°lE,9,-8.038162345513744,4,8.038162345513744,1,0,0,anti_homophones_plus
32,sine,4,-3.637628426969815,2,3.637628426969815,1,2,39,anti_homophones_plus
33,Rade,4,-4.335935773318859,2,4.335935773318859,1,3,25,anti_homophones_plus
34,polEktRik°m@,12,-8.224830467234478,5,8.224830467234478,1,0,0,anti_homophones_plus
35,@bEt,4,-4.693403506081357,2,4.693403506081357,1,1,11,anti_homophones_plus
36,bib,3,-4.363851697473512,1,4.363851697473512,1,2,21,anti_homophones_plus
37,aspEktRofRakORno,16,-13.514182458187657,6,13.514182458187657,1,0,0,anti_homophones_plus
38,sif,3,-3.7317721021299533,1,3.7317721021299533,1,5,24,anti_homophones_plus
39,uRlup,5,-5.562910478969016,2,5.562910478969016,1,0,1,anti_homophones_plus
40,poezj2teRj2,11,-10.494131474780955,5,10.494131474780955,1,0,0,anti_homophones_plus
41,sonaR,5,-5.565504942886652,2,5.565504942886652,1,0,2,anti_homophones_plus
42,malis,5,-5.152442761385543,2,5.152442761385543,1,1,7,anti_homophones_plus
43,fREs,4,-5.34260951859774,1,5.34260951859774,1,0,7,anti_homophones_plus
44,papaREn,7,-6.591429290379127,3,6.591429290379127,1,0,0,anti_homophones_plus
45,lOZi,4,-4.4877225456603815,2,4.4877225456603815,1,1,6,anti_homophones_plus
46,k@pane,6,-6.116212374821979,3,6.116212374821979,1,0,0,anti_homophones_plus
47,kORdim@,7,-6.189403053635403,3,6.189403053635403,1,0,0,anti_homophones_plus
48,kReetyni,8,-8.614130008982125,4,8.614130008982125,1,0,0,anti_homophones_plus
49,statoZisite,11,-10.640843711391357,5,10.640843711391357,1,0,0,anti_homophones_plus
50,degRasj§,8,-5.134608456829747,3,5.134608456829747,1,0,4,anti_homophones_plus
51,volystigolaRik,14,-12.558898385305943,6,12.558898385305943,1,0,0,anti_homophones_plus
52,skyte,5,-5.369598154195423,2,5.369598154195423,1,1,3,anti_homophones_plus
53,otasj§,6,-5.131514854388507,3,5.131514854388507,1,0,15,anti_homophones_plus
54,Eksj§,5,-3.172935764770047,2,3.172935764770047,1,4,28,anti_homophones_plus
55,fenER,5,-5.0698496763851955,2,5.0698496763851955,1,0,5,anti_homophones_plus
56,depaRadivitEst@piNe,19,-17.705893980848234,9,17.705893980848234,1,0,0,anti_homophones_plus
57,obliS,5,-5.933566202093877,2,5.933566202093877,1,0,2,anti_homophones_plus
