,index,Word,CobLog,CompCnt,PhonDISC,Class,SylCnt,num_phones,num_sylls_est,remove,num_homophones,log_prob,surprisal,rank_num_homophones
0,0,a,4.36,1,1,ART,1,1,1,False,6,-4.543025138092167,4.543025138092167,6.0
1,4,AA,0.48,1,11,N,2,2,2,False,1,-4.726224485145988,4.726224485145988,902.0
2,6,aback,0.48,2,@b{k,ADV,2,4,2,False,0,-4.881225533809513,4.881225533809513,5493.0
3,7,abacus,0.0,0,{b@k@s,N,3,6,3,False,0,-7.0812374259527315,7.0812374259527315,5494.0
4,8,abaft,0.0,1,@b#ft,ADV,2,5,2,False,1,-5.508809003318572,5.508809003318572,903.0
5,10,abandon,0.3,1,@b{nd@n,N,3,7,3,False,1,-7.338566023094971,7.338566023094971,904.0
6,12,abandoned,0.0,1,@b{nd@nd,A,3,8,3,False,0,-8.973166313528006,8.973166313528006,5495.0
7,13,abandonment,0.7,2,@b{nd@nm@nt,N,4,11,4,False,0,-9.749257432514092,9.749257432514092,5496.0
8,14,abase,0.0,0,@b1s,V,2,4,2,False,0,-5.1421572064811825,5.1421572064811825,5497.0
9,15,abasement,0.0,2,@b1sm@nt,N,3,8,3,False,0,-6.031537506736921,6.031537506736921,5498.0
10,16,abash,0.0,0,@b{S,V,2,4,2,False,0,-5.1747922614765125,5.1747922614765125,5499.0
11,17,abate,0.3,0,@b1t,V,2,4,2,False,0,-4.4843159294371375,4.4843159294371375,5500.0
12,18,abatement,0.0,2,@b1tm@nt,N,3,8,3,False,0,-6.093422953966762,6.093422953966762,5501.0
13,19,abattoir,0.3,0,{b@tw#R,N,3,7,3,False,0,-6.484586411707568,6.484586411707568,5502.0
14,20,abbe,0.0,1,{b1,N,2,3,2,False,0,-4.7284481353312025,4.7284481353312025,5503.0
15,21,abbess,0.48,0,{bEs,N,2,4,2,False,0,-5.323238764760437,5.323238764760437,5504.0
16,22,abbey,1.0,1,{bI,N,2,3,2,False,0,-5.357923796589847,5.357923796589847,5505.0
17,23,abbot,0.3,1,{b@t,N,2,4,2,False,0,-5.241596936309432,5.241596936309432,5506.0
18,24,abbreviate,0.3,0,@brivI1t,V,4,8,4,False,0,-6.969891795994088,6.969891795994088,5507.0
19,25,abbreviation,0.0,2,@brivI1SH,N,5,9,4,False,0,-6.841973121104419,6.841973121104419,5508.0
20,26,ABC,0.3,1,1bisi,N,3,5,3,False,0,-6.162612019532494,6.162612019532494,5509.0
21,27,abdicate,0.3,0,{bdIk1t,V,3,7,3,False,0,-6.248048855243138,6.248048855243138,5510.0
22,28,abdication,0.3,2,{bdIk1SH,N,4,8,3,False,0,-5.926284332916057,5.926284332916057,5511.0
23,29,abdomen,0.78,0,{bd@mEn,N,3,7,3,False,0,-7.498076224206812,7.498076224206812,5512.0
24,30,abdominal,0.85,2,{bdQmInP,A,4,8,3,False,0,-6.6061918208976484,6.6061918208976484,5513.0
25,31,abduct,0.0,0,@bdVkt,V,2,6,2,False,0,-5.966697030555414,5.966697030555414,5514.0
26,32,abduction,0.0,2,{bdVkSH,N,3,7,2,False,0,-5.718141968914812,5.718141968914812,5515.0
27,33,abeam,0.0,2,@bim,ADV,2,4,2,False,0,-4.999248880529504,4.999248880529504,5516.0
28,34,abed,0.0,2,@bEd,A,2,4,2,False,0,-5.068196647693624,5.068196647693624,5517.0
29,35,aberrant,0.0,2,{bEr@nt,A,3,7,3,False,0,-6.904616956782723,6.904616956782723,5518.0
30,36,aberration,0.48,0,{b@r1SH,N,4,7,3,False,0,-5.201686630136223,5.201686630136223,5519.0
31,37,abet,0.3,1,@bEt,V,2,4,2,False,0,-4.942811532367611,4.942811532367611,5520.0
32,38,abettor,0.0,2,@bEt@R,N,3,6,3,False,0,-5.554002495565035,5.554002495565035,5521.0
33,39,abeyance,0.0,2,@b1@ns,N,3,6,3,False,0,-5.443102618806394,5.443102618806394,5522.0
34,40,abeyant,0.0,0,@b1@nt,A,3,6,3,False,0,-6.03650513220329,6.03650513220329,5523.0
35,41,abhor,0.3,0,@bh$R,V,2,5,2,False,0,-4.898123138636846,4.898123138636846,5524.0
36,42,abhorrence,0.0,2,@bhQr@ns,N,3,8,3,False,0,-6.41406332605971,6.41406332605971,5525.0
37,43,abhorrent,0.0,2,@bhQr@nt,A,3,8,3,False,0,-6.1543622838656455,6.1543622838656455,5526.0
38,45,abide,0.7,0,@b2d,V,2,4,2,False,0,-4.862777746884987,4.862777746884987,5527.0
39,47,abiding,0.3,1,@b2dIN,A,3,6,3,False,0,-5.91024310220891,5.91024310220891,5528.0
40,48,abilities,0.0,1,@bIl@tIz,N,4,8,4,False,0,-6.496754659752271,6.496754659752271,5529.0
41,49,ability,1.94,2,@bIl@tI,N,4,7,4,False,0,-4.458553348418213,4.458553348418213,5530.0
42,51,abject,0.48,0,{b_Ekt,A,2,6,2,False,0,-4.955095570156967,4.955095570156967,5531.0
43,52,abjection,0.0,2,{b_EkSH,N,3,7,2,False,0,-4.915361452249807,4.915361452249807,5532.0
44,53,abjectly,0.0,2,{b_EktlI,ADV,3,8,3,False,0,-6.082197079094002,6.082197079094002,5533.0
45,54,abjuration,0.0,2,{b_9r1SH,N,4,8,3,False,0,-6.193568366030629,6.193568366030629,5534.0
46,55,abjure,0.0,0,@b_9R,V,2,5,2,False,0,-5.24178462348576,5.24178462348576,5535.0
47,56,ablative,0.0,1,{bl@tIv,N,3,7,3,False,1,-7.772835069796273,7.772835069796273,905.0
48,58,ablaut,0.0,0,{bl6t,N,2,5,2,False,0,-5.924856286539608,5.924856286539608,5536.0
49,59,ablaze,0.0,2,@bl1z,A,2,5,2,False,1,-6.920798759898806,6.920798759898806,906.0
50,61,able,2.52,1,1bP,A,2,3,1,False,0,-4.8227215268324475,4.8227215268324475,5537.0
51,65,ablution,0.0,0,@bluSH,N,3,6,2,False,0,-6.694721415748989,6.694721415748989,5538.0
52,66,ablutions,0.0,1,@bluSHz,N,3,7,2,False,0,-8.215761267595376,8.215761267595376,5539.0
53,67,ably,0.6,2,1blI,ADV,2,4,2,False,0,-4.779194581739028,4.779194581739028,5540.0
54,68,abnegate,0.0,2,{bnIg1t,V,3,7,3,False,0,-5.967881429136156,5.967881429136156,5541.0
55,69,abnegation,0.0,2,{bnIg1SH,N,4,8,3,False,0,-5.945365682952313,5.945365682952313,5542.0
56,70,abnormal,0.78,2,{bn$mP,A,3,6,2,False,0,-4.907424046968392,4.907424046968392,5543.0
57,71,abnormality,0.3,2,{bn$m{l@tI,N,5,10,5,False,0,-6.566489557361515,6.566489557361515,5544.0
58,72,abnormally,0.3,2,{bn$m@lI,ADV,4,8,4,False,0,-5.714890389015631,5.714890389015631,5545.0
59,73,abo,0.0,1,{b5,N,2,3,2,False,0,-4.335946935600767,4.335946935600767,5546.0
60,74,aboard,0.85,2,@b$d,ADV,2,4,2,False,1,-4.168024832163394,4.168024832163394,907.0
61,76,abode,0.3,0,@b5d,N,2,4,2,False,0,-5.752910590769187,5.752910590769187,5547.0
62,77,abolish,1.23,0,@bQlIS,V,3,6,3,False,0,-6.362359677284877,6.362359677284877,5548.0
63,78,abolition,0.9,2,{b5lISH,N,4,7,3,False,0,-7.778348643125709,7.778348643125709,5549.0
64,79,abolitionist,0.0,2,{b5lIS@nIst,N,5,11,5,False,0,-10.892706472570529,10.892706472570529,5550.0
65,81,abominable,0.3,0,@bQmIn@bP,A,5,9,4,False,0,-7.573890049868275,7.573890049868275,5551.0
66,83,abominably,0.0,2,@bQmIn@blI,ADV,5,10,5,False,0,-8.187469064126859,8.187469064126859,5552.0
67,84,abominate,0.0,0,@bQmIn1t,V,4,8,4,False,0,-6.768619213354476,6.768619213354476,5553.0
68,85,abomination,0.0,2,@bQmIn1SH,N,5,9,4,False,0,-6.601412486538339,6.601412486538339,5554.0
69,86,aboriginal,0.0,1,{b@rI_@nP,N,5,9,4,False,1,-8.835786578339937,8.835786578339937,908.0
70,88,aborigine,0.0,1,{b@rI_@nI,N,5,9,5,False,0,-9.254342769627247,9.254342769627247,5555.0
71,89,Aborigine,0.6,1,{b@rI_InI,N,5,9,5,False,0,-9.963257264111615,9.963257264111615,5556.0
72,90,abort,0.3,0,@b$t,V,2,4,2,False,0,-5.274375596301741,5.274375596301741,5557.0
73,91,abortion,1.3,2,@b$SH,N,3,5,2,False,0,-5.480890490372913,5.480890490372913,5558.0
74,92,abortionist,0.0,2,@b$SHIst,N,4,8,3,False,0,-6.503960209309683,6.503960209309683,5559.0
75,93,abortive,0.48,2,@b$tIv,A,3,6,3,False,0,-6.2516585994599545,6.2516585994599545,5560.0
76,94,abortively,0.0,2,@b$tIvlI,ADV,4,8,4,False,0,-6.548988633779598,6.548988633779598,5561.0
77,95,abound,0.7,0,@b6nd,V,2,5,2,False,0,-5.578876369565322,5.578876369565322,5562.0
78,98,about,2.54,1,@b6t,ADV,2,4,2,False,3,-4.441925487768362,4.441925487768362,89.0
79,104,above,1.6,1,@bVv,ADV,2,4,2,False,3,-5.057063567613237,5.057063567613237,90.0
80,109,aboveboard,0.0,2,@bVvb$d,A,3,7,3,False,0,-5.831244199627876,5.831244199627876,5563.0
81,114,abracadabra,0.0,1,{br@k@d{br@,N,5,11,5,False,1,-12.90639628993112,12.90639628993112,909.0
82,116,abrade,0.0,0,@br1d,V,2,5,2,False,0,-5.9840461309120965,5.9840461309120965,5564.0
83,117,abrasion,0.0,2,@br1ZH,N,3,6,2,False,0,-6.503179131025731,6.503179131025731,5565.0
84,118,abrasive,0.0,1,@br1sIv,N,3,7,3,False,1,-6.452792516140757,6.452792516140757,910.0
85,120,abrasively,0.0,2,@br1sIvlI,ADV,4,9,4,False,0,-6.62583484872694,6.62583484872694,5566.0
86,121,abreast,0.3,2,@brEst,ADV,2,6,2,False,0,-6.397962176628782,6.397962176628782,5567.0
87,122,abridge,0.0,0,@brI_,V,2,5,2,False,0,-5.316833827338751,5.316833827338751,5568.0
88,123,abridgment,0.0,2,@brI_m@nt,N,3,9,3,False,0,-6.976831507483986,6.976831507483986,5569.0
89,124,abroad,1.63,2,@br$d,ADV,2,5,2,False,0,-5.7597964109377076,5.7597964109377076,5570.0
90,125,abrogate,0.0,0,{br5g1t,V,3,7,3,False,0,-6.823351900681946,6.823351900681946,5571.0
91,126,abrogation,0.0,2,{br5g1SH,N,4,8,3,False,0,-6.846397083614742,6.846397083614742,5572.0
92,127,abrupt,0.85,0,@brVpt,A,2,6,2,False,0,-5.876009468866925,5.876009468866925,5573.0
93,128,abruptly,1.26,2,@brVptlI,ADV,3,8,3,False,0,-6.4861719103461395,6.4861719103461395,5574.0
94,129,abruptness,0.0,2,@brVptnIs,N,3,9,3,False,0,-6.46705808262037,6.46705808262037,5575.0
95,130,abscess,0.0,0,{bsIs,N,2,5,2,False,0,-5.176660502192361,5.176660502192361,5576.0
96,131,abscond,0.0,0,@bskQnd,V,2,7,2,False,0,-7.399207031394624,7.399207031394624,5577.0
97,132,absence,1.61,2,{bs@ns,N,2,6,2,False,0,-4.880845777067214,4.880845777067214,5578.0
98,134,absent,0.0,1,{bsEnt,V,2,6,2,False,0,-6.336910754869006,6.336910754869006,5579.0
99,135,absent,1.11,0,{bs@nt,A,2,6,2,False,0,-4.746571099655319,4.746571099655319,5580.0
100,136,absentee,0.3,2,{bs@nti,N,3,7,3,False,0,-7.200139701960962,7.200139701960962,5581.0
101,137,absenteeism,0.0,2,{bs@ntiIz@m,N,5,11,5,False,0,-8.318363786276093,8.318363786276093,5582.0
102,138,absently,0.3,2,{bs@ntlI,ADV,3,8,3,False,0,-5.4744505649608755,5.4744505649608755,5583.0
103,142,absinth,0.0,1,{bsInT,N,2,6,2,False,0,-7.409765729844136,7.409765729844136,5584.0
104,143,absolute,1.62,0,{bs@lut,A,3,7,3,False,0,-5.7146684077120975,5.7146684077120975,5585.0
105,144,absolutely,1.92,2,{bs@lutlI,ADV,4,9,4,False,0,-6.43109572615663,6.43109572615663,5586.0
106,145,absoluteness,0.0,2,{bs@lutnIs,N,4,10,4,False,0,-6.34807821547042,6.34807821547042,5587.0
107,147,absolution,0.0,2,{bs@luSH,N,4,8,3,False,0,-5.489975722328736,5.489975722328736,5588.0
108,148,absolutism,0.0,2,{bs@lutIz@m,N,5,11,5,False,0,-7.783889664788461,7.783889664788461,5589.0
109,149,absolve,0.3,0,@bzQlv,V,2,6,2,False,0,-5.352537505514371,5.352537505514371,5590.0
110,150,absorb,1.58,0,@bs$b,V,2,5,2,False,0,-5.097550201488191,5.097550201488191,5591.0
111,151,absorbent,0.0,1,@bs$b@nt,N,3,8,3,False,1,-6.86998631965886,6.86998631965886,911.0
112,153,absorbing,0.0,1,@bs$bIN,A,3,7,3,False,0,-6.285186928993696,6.285186928993696,5592.0
113,154,absorption,0.6,2,@bs$pSH,N,3,7,2,False,0,-5.433911247469043,5.433911247469043,5593.0
114,155,abstain,0.6,0,@bst1n,V,2,6,2,False,0,-6.377172309835563,6.377172309835563,5594.0
115,156,abstainer,0.0,2,@bst1n@R,N,3,8,3,False,0,-6.939493700470942,6.939493700470942,5595.0
116,157,abstemious,0.0,0,{bstimj@s,A,3,9,3,False,0,-7.241336586206645,7.241336586206645,5596.0
117,158,abstemiously,0.0,2,{bstimj@slI,ADV,4,11,4,False,0,-7.448631801421014,7.448631801421014,5597.0
118,159,abstemiousness,0.0,2,{bstimj@snIs,N,4,12,4,False,0,-7.66173911473988,7.66173911473988,5598.0
119,160,abstention,0.0,2,@bstEnSH,N,3,8,2,False,0,-6.5124336201985695,6.5124336201985695,5599.0
120,161,abstinence,0.3,2,{bstIn@ns,N,3,9,3,False,0,-8.049662685820053,8.049662685820053,5600.0
121,162,abstinent,0.0,2,{bstIn@nt,A,3,9,3,False,0,-7.755706395834889,7.755706395834889,5601.0
122,163,abstract,0.48,1,{bstr{kt,N,2,8,2,False,3,-6.511166569383567,6.511166569383567,91.0
123,167,abstracted,0.0,1,{bstr{ktId,A,3,10,3,False,0,-7.489889627653133,7.489889627653133,5602.0
124,168,abstractedly,0.0,2,{bstr{ktIdlI,ADV,4,12,4,False,0,-8.196861849653663,8.196861849653663,5603.0
125,169,abstraction,0.85,2,{bstr{kSH,N,3,9,2,False,0,-6.558617162892309,6.558617162892309,5604.0
126,170,abstruse,0.0,0,{bstrus,A,2,7,2,False,0,-7.230167380274379,7.230167380274379,5605.0
127,171,abstrusely,0.0,2,{bstruslI,ADV,3,9,3,False,0,-7.495838675805377,7.495838675805377,5606.0
128,172,abstruseness,0.0,2,{bstrusnIs,N,3,10,3,False,0,-7.518569545305907,7.518569545305907,5607.0
129,173,absurd,1.4,0,@bs3d,A,2,5,2,False,0,-4.776417365516537,4.776417365516537,5608.0
130,174,absurdity,0.85,2,@bs3d@tI,N,4,8,4,False,0,-6.41462295789948,6.41462295789948,5609.0
131,175,absurdly,0.48,2,@bs3dlI,ADV,3,7,3,False,0,-5.358132847950149,5.358132847950149,5610.0
132,176,abundance,0.85,2,@bVnd@ns,N,3,8,3,False,0,-6.231279048614599,6.231279048614599,5611.0
133,177,abundant,0.95,2,@bVnd@nt,A,3,8,3,False,0,-5.953105415785689,5.953105415785689,5612.0
134,178,abundantly,0.6,2,@bVnd@ntlI,ADV,4,10,4,False,0,-6.680984881091247,6.680984881091247,5613.0
135,179,abuse,1.23,1,@bjus,N,2,5,2,False,0,-5.543998983722432,5.543998983722432,5614.0
136,180,abuse,0.85,2,@bjuz,V,2,5,2,False,0,-5.863610558749272,5.863610558749272,5615.0
137,181,abusive,0.3,2,@bjusIv,A,3,7,3,False,0,-6.50967565587182,6.50967565587182,5616.0
138,182,abusively,0.0,2,@bjusIvlI,ADV,4,9,4,False,0,-6.682717988458002,6.682717988458002,5617.0
139,183,abutment,0.0,2,@bVtm@nt,N,3,8,3,False,0,-7.216758540012574,7.216758540012574,5618.0
140,185,abysmal,0.0,0,@bIzmP,A,3,6,2,False,0,-7.539306721341902,7.539306721341902,5619.0
141,186,abysmally,0.0,2,@bIzm@lI,ADV,4,8,4,False,0,-8.55449649048368,8.55449649048368,5620.0
142,187,abyss,0.6,0,@bIs,N,2,4,2,False,0,-6.496246501807561,6.496246501807561,5621.0
143,188,A/C,0.0,0,1si,,2,3,2,False,0,-4.4739251979459445,4.4739251979459445,5622.0
144,189,acacia,0.3,0,@k1S@,N,3,5,3,False,0,-6.873044367347392,6.873044367347392,5623.0
145,190,academic,1.04,1,{k@dEmIk,N,4,8,4,False,1,-7.689031921491062,7.689031921491062,912.0
146,192,academically,0.3,2,{k@dEmIk@lI,ADV,6,11,6,False,0,-8.33335970724758,8.33335970724758,5624.0
147,193,academicals,0.0,3,{k@dEmIkPz,N,5,10,4,False,0,-9.878100737698093,9.878100737698093,5625.0
148,194,academician,0.0,2,@k{d@mISH,N,5,9,4,False,0,-8.04861869403593,8.04861869403593,5626.0
149,195,academy,1.04,0,@k{d@mI,N,4,7,4,False,0,-6.984785122607411,6.984785122607411,5627.0
150,196,acc.,0.0,0,1sisi,,3,5,3,False,0,-6.187325564664617,6.187325564664617,5628.0
151,197,accede,0.3,0,{ksid,V,2,5,2,False,0,-5.385164337781697,5.385164337781697,5629.0
152,198,accelerando,0.0,1,@ksEl@r{nd5,N,5,11,5,False,0,-10.889441806269112,10.889441806269112,5630.0
153,199,accelerando,0.0,0,@JEl@r{nd5,A,5,10,5,False,0,-11.500942573025371,11.500942573025371,5631.0
154,200,accelerando,0.0,1,{ksEl@r{nd5,ADV,5,11,5,False,0,-11.507602403590202,11.507602403590202,5632.0
155,201,accelerate,1.18,0,@ksEl@r1t,V,4,9,4,False,0,-7.5679225402833,7.5679225402833,5633.0
156,202,acceleration,0.9,2,@ksEl@r1SH,N,5,10,4,False,0,-7.447006183046939,7.447006183046939,5634.0
157,203,accelerator,0.3,2,@ksEl@r1t@R,N,5,11,5,False,0,-8.275854518001546,8.275854518001546,5635.0
158,204,accent,1.48,0,{ksEnt,N,2,6,2,False,1,-6.479282907930917,6.479282907930917,913.0
159,206,accentuate,0.6,2,{ksEntjU1t,V,4,10,4,False,0,-9.226272699114247,9.226272699114247,5636.0
160,207,accentuation,0.0,2,{ksEntjU1SH,N,5,11,4,False,0,-9.24185963944578,9.24185963944578,5637.0
161,208,accept,2.32,0,@ksEpt,V,2,6,2,False,0,-5.399113844496774,5.399113844496774,5638.0
162,209,acceptability,0.0,2,@ksEpt@bIl@tI,N,6,13,6,False,0,-6.958543675482707,6.958543675482707,5639.0
163,210,acceptable,1.46,2,@ksEpt@bP,A,4,9,3,False,0,-5.7500860815945325,5.7500860815945325,5640.0
164,211,acceptably,0.0,2,@ksEpt@blI,ADV,4,10,4,False,0,-6.217998296073532,6.217998296073532,5641.0
165,212,acceptance,1.36,2,@ksEpt@ns,N,3,9,3,False,0,-7.706381795585607,7.706381795585607,5642.0
166,213,acceptation,0.0,2,{ksEpt1SH,N,4,9,3,False,0,-7.21462879353157,7.21462879353157,5643.0
167,214,access,1.62,0,{ksEs,N,2,5,2,False,0,-5.427853367702491,5.427853367702491,5644.0
168,215,accessibility,0.3,2,@ksEs@bIl@tI,N,6,12,6,False,0,-7.030923685506455,7.030923685506455,5645.0
169,216,accessible,0.95,2,@ksEs@bP,A,4,8,3,False,0,-5.943809311171821,5.943809311171821,5646.0
170,217,accession,0.0,2,{ksESH,N,3,6,2,False,0,-5.991092171595794,5.991092171595794,5647.0
171,218,accessory,0.48,2,@ksEs@rI,N,4,8,4,False,0,-6.774125911995908,6.774125911995908,5648.0
172,219,accidence,0.0,2,{ksId@ns,N,3,8,3,False,0,-6.513200727433689,6.513200727433689,5649.0
173,220,accident,1.85,0,{ksId@nt,N,3,8,3,False,0,-6.235027094604779,6.235027094604779,5650.0
174,221,accidental,0.95,2,{ksIdEntP,A,4,9,3,False,0,-7.602848907080002,7.602848907080002,5651.0
175,222,accidentally,0.85,2,{ksIdEnt@lI,ADV,5,11,5,False,0,-8.459146535241954,8.459146535241954,5652.0
176,224,acclaim,0.3,1,@kl1m,N,2,5,2,False,1,-5.221841851470782,5.221841851470782,914.0
177,226,acclamation,0.0,2,{kl@m1SH,N,4,8,3,False,0,-6.900770232681874,6.900770232681874,5653.0
178,227,acclimate,0.0,2,{klIm1t,V,3,7,3,False,0,-8.50599577336263,8.50599577336263,5654.0
179,228,acclimation,0.0,2,{kl2m1SH,N,4,8,3,False,0,-7.220938537112092,7.220938537112092,5655.0
180,229,acclimatization,0.0,2,@kl2m@t2z1SH,N,6,12,5,False,0,-8.518738437545087,8.518738437545087,5656.0
181,230,acclimatize,0.0,3,@kl2m@t2z,V,4,9,4,False,0,-8.067123728756693,8.067123728756693,5657.0
182,231,acclivity,0.0,0,@klIv@tI,N,4,8,4,False,0,-7.489885533377319,7.489885533377319,5658.0
183,232,accolade,0.0,0,{k5l1d,N,3,6,3,False,0,-7.812599708466749,7.812599708466749,5659.0
184,233,accommodate,1.18,0,@kQm@d1t,V,4,8,4,False,0,-7.306198263284291,7.306198263284291,5660.0
185,234,accommodating,0.0,1,@kQm@d1tIN,A,5,10,5,False,0,-8.644332802116287,8.644332802116287,5661.0
186,235,accommodatingly,0.0,2,@kQm@d1tINlI,ADV,6,12,6,False,0,-9.085052731672842,9.085052731672842,5662.0
187,236,accommodation,1.53,2,@kQm@d1SH,N,5,9,4,False,0,-6.983676271947704,6.983676271947704,5663.0
188,237,accommodations,0.0,1,@kQm@d1SHz,N,5,10,4,False,0,-8.689607871517737,8.689607871517737,5664.0
189,238,accompaniment,0.6,2,@kVmp@nIm@nt,N,5,12,5,False,0,-9.61067033482659,9.61067033482659,5665.0
190,239,accompanist,0.0,2,@kVmp@nIst,N,4,10,4,False,0,-9.026945963987176,9.026945963987176,5666.0
191,240,accompany,1.68,2,@kVmp@nI,V,4,8,4,False,0,-7.57103435316656,7.57103435316656,5667.0
192,241,accomplice,0.48,0,@kVmplIs,N,3,8,3,False,0,-7.3789654147313435,7.3789654147313435,5668.0
193,242,accomplish,1.18,0,@kVmplIS,V,3,8,3,False,0,-8.317972546841556,8.317972546841556,5669.0
194,243,accomplished,0.6,1,@kVmplISt,A,3,9,3,False,0,-9.736588448514448,9.736588448514448,5670.0
195,245,accomplishment,0.7,2,@kVmplISm@nt,N,4,12,4,False,0,-9.591355507774537,9.591355507774537,5671.0
196,246,accord,0.78,1,@k$d,N,2,4,2,False,1,-4.887708213933359,4.887708213933359,915.0
197,248,accordance,0.85,2,@k$d@ns,N,3,7,3,False,0,-6.45439976331871,6.45439976331871,5672.0
198,250,accordingly,1.15,3,@k$dINlI,ADV,4,8,4,False,0,-7.000848396379859,7.000848396379859,5673.0
199,252,accordion,0.0,2,@k$dj@n,N,3,7,3,False,0,-6.334618535430198,6.334618535430198,5674.0
200,253,accost,0.3,1,@kQst,V,2,5,2,False,0,-6.314034908096356,6.314034908096356,5675.0
201,254,accouchement,0.0,0,@kuSmqN,N,3,7,3,False,0,-5.649119427308715,5.649119427308715,5676.0
202,255,account,2.12,1,@k6nt,N,2,5,2,False,1,-4.688559515949175,4.688559515949175,916.0
203,257,accountable,0.7,2,@k6nt@bP,A,4,8,3,False,0,-5.744233930566717,5.744233930566717,5677.0
204,258,accountably,0.0,2,@k6nt@blI,ADV,4,9,4,False,0,-6.2121461450457165,6.2121461450457165,5678.0
205,259,accountancy,0.48,2,@k6nt@nsI,N,4,9,4,False,0,-7.093086249834631,7.093086249834631,5679.0
206,260,accountant,1.04,2,@k6nt@nt,N,3,8,3,False,0,-5.957420707600374,5.957420707600374,5680.0
207,262,accoutrements,0.0,0,@kut@m@nts,N,4,10,4,False,0,-10.432681133693432,10.432681133693432,5681.0
208,263,accredit,0.0,2,@krEdIt,V,3,7,3,False,0,-7.117118145897525,7.117118145897525,5682.0
209,264,accredited,0.0,1,@krEdItId,A,4,9,4,False,0,-8.560589016103085,8.560589016103085,5683.0
210,265,accrete,0.0,1,@krit,V,2,5,2,False,0,-6.336644718777433,6.336644718777433,5684.0
211,266,accretion,0.0,2,{kriSH,N,3,6,2,False,0,-6.8102029594158395,6.8102029594158395,5685.0
212,267,accrue,0.6,1,@kru,V,2,4,2,False,0,-5.884846764996134,5.884846764996134,5686.0
213,268,accumulate,1.2,0,@kjumjUl1t,V,4,10,4,False,0,-6.49674820864494,6.49674820864494,5687.0
214,269,accumulation,0.85,2,@kjumjUl1SH,N,5,11,4,False,0,-6.4936436658765535,6.4936436658765535,5688.0
215,270,accumulative,0.0,2,@kjumjUl@tIv,A,5,12,5,False,0,-7.845325869982571,7.845325869982571,5689.0
216,271,accumulatively,0.0,2,@kjumjUl@tIvlI,ADV,6,14,6,False,0,-8.142655904302215,8.142655904302215,5690.0
217,272,accumulator,0.0,2,@kjumjUl1t@R,N,5,12,5,False,0,-7.263159688833171,7.263159688833171,5691.0
218,273,accuracy,1.11,2,{kjUr@sI,N,4,8,4,False,0,-7.39500068753164,7.39500068753164,5692.0
219,274,accurate,1.32,0,{kjUr@t,A,3,7,3,False,0,-6.538875076317222,6.538875076317222,5693.0
220,275,accurately,1.08,2,{kjUr@tlI,ADV,4,9,4,False,0,-7.100837898385494,7.100837898385494,5694.0
221,276,accursed,0.0,0,@k3sId,A,3,6,3,False,0,-6.385682585317625,6.385682585317625,5695.0
222,277,accursedly,0.0,2,@k3sIdlI,ADV,4,8,4,False,0,-6.501435231144644,6.501435231144644,5696.0
223,278,accurst,0.0,0,@k3st,A,2,5,2,False,0,-5.282136266600023,5.282136266600023,5697.0
224,279,accusation,1.08,2,{kjuz1SH,N,4,8,3,False,0,-7.8427429521099405,7.8427429521099405,5698.0
225,280,accusative,0.0,1,@kjuz@tIv,N,4,9,4,False,1,-7.75120184641465,7.75120184641465,917.0
226,282,accuse,1.56,1,@kjuz,V,2,5,2,False,0,-5.034367273923635,5.034367273923635,5699.0
227,283,accused,0.3,1,@kjuzd,A,2,6,2,False,1,-5.611586531412511,5.611586531412511,918.0
228,285,accuser,0.3,2,@kjuz@R,N,3,7,3,False,0,-5.8556861032701235,5.8556861032701235,5700.0
229,286,accusing,0.0,1,@kjuzIN,A,3,7,3,False,0,-5.976891932971501,5.976891932971501,5701.0
230,287,accusingly,0.0,2,@kjuzINlI,ADV,4,9,4,False,0,-6.2636034657041355,6.2636034657041355,5702.0
231,288,accustom,0.0,2,@kVst@m,V,3,7,3,False,0,-7.157457659430033,7.157457659430033,5703.0
232,289,accustomed,1.3,1,@kVst@md,A,3,8,3,False,0,-8.37072081104913,8.37072081104913,5704.0
233,290,ace,0.7,1,1s,N,1,2,1,False,0,-4.560366505879706,4.560366505879706,5705.0
234,291,acerbic,0.0,0,@s3bIk,A,3,6,3,False,0,-6.214141618092517,6.214141618092517,5706.0
235,292,acerbity,0.0,2,@s3b@tI,N,4,7,4,False,0,-6.30289954342889,6.30289954342889,5707.0
236,293,acetate,0.0,0,{sIt1t,N,3,6,3,False,0,-6.194725531208727,6.194725531208727,5708.0
237,294,acetic,0.0,0,@sitIk,A,3,6,3,False,0,-8.361279155438154,8.361279155438154,5709.0
238,296,acetyl,0.0,1,{sItIl,N,3,6,3,False,0,-7.89392019416333,7.89392019416333,5710.0
239,297,acetylene,0.0,2,@sEtIlin,N,4,8,4,False,0,-9.190027345420173,9.190027345420173,5711.0
240,298,ache,0.7,1,1k,N,1,2,1,False,1,-4.567848721817199,4.567848721817199,919.0
241,300,achievable,0.0,2,@Jiv@bP,A,4,7,3,False,0,-5.47979176665114,5.47979176665114,5712.0
242,301,achieve,2.07,1,@Jiv,V,2,4,2,False,0,-4.725873362328115,4.725873362328115,5713.0
243,302,achievement,1.6,2,@Jivm@nt,N,3,8,3,False,0,-5.355269097088604,5.355269097088604,5714.0
244,303,Achilles,0.48,0,@kIliz,N,3,6,3,False,0,-7.864901510217256,7.864901510217256,5715.0
