,delta,delta_z,mean k,num_sylls_est,p,real_homophony,sd k,word
0,-76.00083147024947,-8.437859658926891,82.00083147024947,1,0.01064116681420315,6,9.007122012256255,1
1,-134.0862625496782,-11.588071328928368,135.0862625496782,2,0.008859858500011687,1,11.571059475181718,11
2,-123.22309485098006,-11.14571990989266,123.22309485098006,2,0.00808179280192694,0,11.055642510952598,@b{k
3,-54.36451684853292,-7.390906345788359,54.36451684853292,3,0.00477761814294164,0,7.3555954175379386,{b@k@s
4,-92.66181987863077,-9.60411986913812,93.66181987863077,2,0.006142967133116729,1,9.648132378729494,@b#ft
5,-8.335282694131749,-2.72919656801729,9.335282694131749,3,0.0008203957020943623,1,3.0541159225431587,@b{nd@n
6,-3.350819921399751,-1.830794074023116,3.350819921399751,3,0.00029447402420245636,0,1.830254952724652,@b{nd@nd
7,-1.2986720475097697,-1.1397321545342152,1.2986720475097697,4,0.00024429496755262785,0,1.1394537237045048,@b{nd@nm@nt
8,-165.7868333249136,-12.94640172469303,165.7868333249136,2,0.010873406789854633,0,12.805630232275567,@b1s
9,-60.060874981506295,-7.770429312165962,60.060874981506295,3,0.0052782208437917475,0,7.729415270205279,@b1sm@nt
10,-121.48726372213146,-11.066302117710515,121.48726372213146,2,0.007967945413663767,0,10.978126426505488,@b{S
11,-151.335432197658,-12.363356497711107,151.335432197658,2,0.009925587472791894,0,12.240642921335766,@b1t
12,-50.46322406279037,-7.1195515054787935,50.46322406279037,3,0.004434767911309462,0,7.087977946919381,@b1tm@nt
13,-55.410073710122745,-7.461984557875573,55.410073710122745,3,0.004869502918544929,0,7.425648402292861,{b@tw#R
14,-134.786211684657,-11.66140528702748,134.786211684657,2,0.008840179162107758,0,11.558316375008207,{b1
15,-121.76004294815415,-11.078818812379398,121.76004294815415,2,0.007985836095504305,0,10.990345181211945,{bEs
16,-134.786211684657,-11.66140528702748,134.786211684657,2,0.008840179162107758,0,11.558316375008207,{bI
17,-100.97997379091687,-10.082322004312728,100.97997379091687,2,0.0066229404991747145,0,10.015547385584645,{b@t
18,-13.142750375365448,-3.6297828774049243,13.142750375365448,4,0.002472300672566864,0,3.6208089627558446,@brivI1t
19,-15.046780231749484,-3.8845193508373934,15.046780231749484,4,0.0028304703219995267,0,3.8735243340996153,@brivI1SH
20,-72.91012113824091,-8.56623021605593,72.91012113824091,3,0.006407427817755594,0,8.511342714276275,1bisi
21,-86.523511767391,-9.337368964631285,86.523511767391,3,0.007603788713190175,0,9.26636958388713,{bdIk1t
22,-76.63369347860208,-8.783694818698217,76.63369347860208,3,0.0067346597661131985,0,8.724539622604913,{bdIk1SH
23,-15.290951772015529,-3.9129946591512663,15.290951772015529,3,0.0013437869559728912,0,3.9077364279695073,{bd@mEn
24,-15.308901748270523,-3.9152938007937474,15.308901748270523,3,0.0013453644211504107,0,3.9100263038158083,{bdQmInP
25,-46.48604234269833,-6.828484856774838,46.48604234269833,2,0.003048864848343827,0,6.807665729327568,@bdVkt
26,-81.58848561725752,-9.056899247843978,81.58848561725752,2,0.005351117309454812,0,9.008434717508853,{bdVkSH
27,-128.01889217292828,-11.362344960198655,128.01889217292828,2,0.008396333191639554,0,11.266942926074481,@bim
28,-143.30001345834728,-12.02745222645322,143.30001345834728,2,0.009398571093221439,0,11.914411361632576,@bEd
29,-27.728499582473507,-5.272213369854653,27.728499582473507,3,0.00243681339155229,0,5.259365969711871,{bEr@nt
30,-105.7137512251229,-10.329814516707813,105.7137512251229,3,0.009290249690229626,0,10.23384796059384,{b@r1SH
31,-114.84131480196208,-10.756991729059635,114.84131480196208,2,0.007532059736470262,0,10.67596942477164,@bEt
32,-40.31321698186909,-6.360545994576583,40.31321698186909,3,0.0035427732649502674,0,6.338012022276511,@bEt@R
33,-63.60130592599912,-7.997424243647707,63.60130592599912,3,0.005589358109324117,0,7.952723775597769,@b1@ns
34,-69.01873059402769,-8.333061548602258,69.01873059402769,3,0.006065447806839589,0,8.282517798708028,@b1@nt
35,-104.84186998752466,-10.274618155935391,104.84186998752466,2,0.006876229421363197,0,10.203967524278275,@bh$R
36,-18.88876391443614,-4.349732264472264,18.88876391443614,3,0.0016599669491551225,0,4.342511852675567,@bhQr@ns
37,-40.62725196592894,-6.385360293910033,40.62725196592894,3,0.003570371031367338,0,6.362562188491813,@bhQr@nt
38,-132.4245907531922,-11.557889659024763,132.4245907531922,2,0.008685288302826274,0,11.45750605516388,@b2d
39,-73.03893858120414,-8.573843118670002,73.03893858120414,3,0.006418748447245289,0,8.518809776465112,@b2dIN
40,-8.77264599449545,-2.9643122046056014,8.77264599449545,4,0.0016502343857214916,0,2.959420394675547,@bIl@tIz
41,-66.43897581122583,-8.202428555962706,66.43897581122583,4,0.012497926224835558,0,8.099915209005802,@bIl@tI
42,-129.2645817288092,-11.417962244951239,129.2645817288092,2,0.008478033824936657,0,11.321160374826693,{b_Ekt
43,-123.12656470397987,-11.141317848220348,123.12656470397987,2,0.008075461710761452,0,11.051346562529622,{b_EkSH
44,-30.216852645922682,-5.5042989495960715,30.216852645922682,3,0.0026554928065667177,0,5.489682323330226,{b_EktlI
45,-70.2180853193652,-8.405598191104138,70.2180853193652,3,0.006170848520903876,0,8.353728517939249,{b_9r1SH
46,-109.40587895512301,-10.497456935905204,109.40587895512301,2,0.0071755675841229756,0,10.422131724200197,@b_9R
47,-17.803522739701737,-4.109088179521871,18.803522739701737,3,0.001652475853739497,1,4.332718589108822,{bl@tIv
48,-101.37767505308835,-10.102289322063225,101.37767505308835,2,0.006649024401724166,0,10.035118953847547,{bl6t
49,-70.07128175630092,-8.331199781613357,71.07128175630092,2,0.004661328901180621,1,8.410707172206529,@bl1z
50,-63.63052280935546,-8.010013222772368,63.63052280935546,1,0.008257270024572471,0,7.943872380691541,1bP
51,-157.4071656905544,-12.611469357435094,157.4071656905544,2,0.010323812270646974,0,12.48127091533192,@bluSH
52,-44.71973395163175,-6.697110093075268,44.71973395163175,2,0.0029330185578560868,0,6.677467344888272,@bluSHz
53,-88.3774630580003,-9.428293555685958,88.3774630580003,2,0.00579638375142653,0,9.373643548116101,1blI
54,-60.384853081106655,-7.791470111120378,60.384853081106655,3,0.005306692422981514,0,7.750123175717809,{bnIg1t
55,-65.9078641536714,-8.141979519228332,65.9078641536714,3,0.005792061178809333,0,8.094820675736349,{bnIg1SH
56,-141.57086183283764,-11.95398218185628,141.57086183283764,2,0.009285161791358144,0,11.84298752324673,{bn$mP
57,-5.496861283346639,-2.3483517874665982,5.496861283346639,5,0.0032449004033923484,0,2.3407316198041404,{bn$m{l@tI
58,-15.801225949517535,-3.980996530931174,15.801225949517535,4,0.00297239013346831,0,3.9691634561212625,{bn$m@lI
59,-150.87512179312108,-12.344351430210411,150.87512179312108,2,0.009895397244908578,0,12.222199169077722,{b5
60,-121.60770737428737,-11.02695109674318,122.60770737428737,2,0.00804143158485521,1,11.028225871991427,@b$d
61,-112.49288568762606,-10.645610886283869,112.49288568762606,2,0.0073780340845822825,0,10.567067206313668,@b5d
62,-29.78081821338939,-5.464335669230017,29.78081821338939,3,0.0026171735840925733,0,5.450034554261895,@bQlIS
63,-64.03598743358171,-8.0248609429813,64.03598743358171,3,0.005627558435150866,0,7.979700569090713,{b5lISH
64,-0.7083527195615961,-0.8418129506775648,0.7083527195615961,5,0.0004181539076514735,0,0.8414609433027275,{b5lIS@nIst
65,-15.501677678304876,-3.942970126407847,15.501677678304876,4,0.00291604170020784,0,3.9314722610965673,@bQmIn@bP
66,-4.02356471650723,-2.008268951916621,4.02356471650723,5,0.002375185783062119,0,2.0034989400534635,@bQmIn@blI
67,-30.48210828431365,-5.536957796458272,30.48210828431365,4,0.005734030903745984,0,5.505208709340643,@bQmIn1t
68,-32.22332112384814,-5.693841965018675,32.22332112384814,4,0.0060615728223943075,0,5.65932832730851,@bQmIn1SH
69,-1.3293933378655933,-0.8712188333292218,2.3293933378655933,4,0.0004381853532478543,1,1.5259005969665873,{b@rI_@nP
70,-0.6662613474736316,-0.816408902174965,0.6662613474736316,5,0.0003933065805629466,0,0.8160878031813094,{b@rI_@nI
71,-0.10169716128948558,-0.31890949643639155,0.10169716128948558,5,6.003374338222289e-05,0,0.31889035110552033,{b@rI_InI
72,-145.7872887029869,-12.132383151603722,145.7872887029869,2,0.009561703200825533,0,12.016376904789391,@b$t
73,-127.6522896801622,-11.345926797613764,127.6522896801622,2,0.008372288953903207,0,11.250935420014308,@b$SH
74,-86.74426525841946,-9.34936430259575,86.74426525841946,3,0.007623188791494812,0,9.2780923334366,@b$SHIst
75,-94.6098121656105,-9.767447633840883,94.6098121656105,3,0.00831442237152742,0,9.686236948721353,@b$tIv
76,-36.88232532149227,-6.094259764588444,36.88232532149227,4,0.006937984447233308,0,6.051977885124329,@b$tIvlI
77,-115.47664326487651,-10.786932209591283,115.47664326487651,2,0.00757372881648039,0,10.70523491027408,@b6nd
78,-125.56909053180445,-11.121242308876145,128.56909053180445,2,0.00843241887137171,3,11.2909229962182,@b6t
79,-138.30882449004858,-11.689263475342448,141.30882449004858,2,0.00926797563389838,3,11.832124819651794,@bVv
80,-60.869759272841186,-7.822858904236672,60.869759272841186,3,0.005349306553549625,0,7.781012033832745,@bVvb$d
81,0.05469312250141434,0.05626878255400385,0.9453068774985857,5,0.000558032395217583,1,0.9719976160657594,{br@k@d{br@
82,-107.03940558198993,-10.382493600316074,107.03940558198993,2,0.00702035846933757,0,10.30960477343625,@br1d
83,-64.06653288309525,-8.021026784036222,64.06653288309525,2,0.004201910728870942,0,7.987323145535819,@br1ZH
84,-22.659237352014472,-4.6633378561635155,23.659237352014472,3,0.0020792018061353786,1,4.8590168782358,@br1sIv
85,-9.95920177390561,-3.158780579775051,9.95920177390561,4,0.0018734390093878123,0,3.1528627970148038,@br1sIvlI
86,-52.13955995043254,-7.233150858902923,52.13955995043254,2,0.003419660257783993,0,7.208415940372178,@brEst
87,-148.7802597900808,-12.257502361589593,148.7802597900808,2,0.009758002216178974,0,12.137893626380382,@brI_
88,-38.47677086492514,-6.213478658283014,38.47677086492514,3,0.0033813842046687003,0,6.1924684996918495,@brI_m@nt
89,-50.594065570039625,-7.124781444192227,50.594065570039625,2,0.0033182964235613315,0,7.1011393074073075,@br$d
90,-70.47042050960978,-8.420781742272919,70.47042050960978,3,0.006193024036348518,0,8.368631638538178,{br5g1t
91,-69.33430271789821,-8.352206839842866,69.33430271789821,3,0.006093180658924177,0,8.301315334667002,{br5g1SH
92,-117.15997850473634,-10.865874229346467,117.15997850473634,2,0.007684133174049737,0,10.782379404715693,@brVpt
93,-47.55836653076582,-6.910714165653585,47.55836653076582,3,0.004179485590189456,0,6.881830935380317,@brVptlI
94,-47.46182533798798,-6.903666985265453,47.46182533798798,3,0.004171001435801738,0,6.874871780357614,@brVptnIs
95,-75.44545264556368,-8.707504206948936,75.44545264556368,2,0.004948216216013883,0,8.6644175934311,{bsIs
96,-17.200697880186073,-4.149713789161347,17.200697880186073,2,0.001128136543594548,0,4.1450323453903355,@bskQnd
97,-137.2593407117949,-11.768866847689157,137.2593407117949,2,0.009002383466373378,0,11.662918995361569,{bs@ns
98,-34.16423212719863,-5.8515772630484255,34.16423212719863,2,0.00224071831358291,0,5.838465526711768,{bsEnt
99,-199.07469178772652,-14.20240564596618,199.07469178772652,2,0.01305664667067138,0,14.016969853573253,{bs@nt
