,word,num_phones,prob,num_sylls_est,surprisal,lexicon,num_homophones,neighborhood_size,mode
0,gu3,3,-2.9374907707766527,1,2.9374907707766527,1,5,22,anti_homophones_plus
1,teng4,5,-4.456510647733547,1,4.456510647733547,1,0,13,anti_homophones_plus
2,jLn4dQ4,7,-5.356861813916001,2,5.356861813916001,1,1,2,anti_homophones_plus
3,jin1qK1,7,-6.230606045576575,2,6.230606045576575,1,0,1,anti_homophones_plus
4,bA2,3,-3.2259251776567117,1,3.2259251776567117,1,5,16,anti_homophones_plus
5,xW1,3,-3.187338192049351,1,3.187338192049351,1,2,14,anti_homophones_plus
6,xM4,3,-3.4376266489560257,1,3.4376266489560257,1,5,17,anti_homophones_plus
7,di4ju3ban4hU4,13,-10.886043446704166,4,10.886043446704166,1,0,0,anti_homophones_plus
8,bu4hu4,6,-5.660484378787305,2,5.660484378787305,1,0,16,anti_homophones_plus
9,shu4,4,-2.8227382093726288,1,2.8227382093726288,1,13,13,anti_homophones_plus
10,chan4,5,-3.3208759888665322,1,3.3208759888665322,1,3,14,anti_homophones_plus
11,ming2chen2ren4,14,-9.987322159794125,3,9.987322159794125,1,0,0,anti_homophones_plus
12,yV3shang2yang2,14,-8.641204271121737,3,8.641204271121737,1,0,0,anti_homophones_plus
13,ci2hU2,6,-6.422665703914446,2,6.422665703914446,1,0,2,anti_homophones_plus
14,fu3wu4yin1,10,-8.661707004095959,3,8.661707004095959,1,0,0,anti_homophones_plus
15,wang1,5,-3.605141550058895,1,3.605141550058895,1,1,11,anti_homophones_plus
16,ji1,3,-2.5878299376633542,1,2.5878299376633542,1,21,29,anti_homophones_plus
17,ping4,5,-3.412162472540973,1,3.412162472540973,1,3,17,anti_homophones_plus
18,tu2shi3,7,-6.164181247089873,2,6.164181247089873,1,0,4,anti_homophones_plus
19,tO1,3,-3.3714803198710057,1,3.3714803198710057,1,4,12,anti_homophones_plus
20,xing4wu5dQ1,11,-9.373728940514788,3,9.373728940514788,1,0,0,anti_homophones_plus
21,mu4,3,-2.9595198390245083,1,2.9595198390245083,1,4,31,anti_homophones_plus
22,bu4leng3yi1lLn2,15,-12.464174814878923,4,12.464174814878923,1,0,0,anti_homophones_plus
23,jC2shi4,7,-4.905769499683936,2,4.905769499683936,1,1,3,anti_homophones_plus
24,gUn1jW3yi1shV3,14,-11.30745899726186,4,11.30745899726186,1,0,0,anti_homophones_plus
25,sha1ti3,7,-6.321680211488443,2,6.321680211488443,1,0,2,anti_homophones_plus
26,ci2hUng2,8,-6.76846368148919,2,6.76846368148919,1,0,0,anti_homophones_plus
27,dLn4shO4xu3,11,-10.802517874067208,3,10.802517874067208,1,0,0,anti_homophones_plus
28,zong1shV1fu4shi4,16,-10.607886608224101,4,10.607886608224101,1,0,0,anti_homophones_plus
29,ren2dQ3,7,-5.995925142157448,2,5.995925142157448,1,0,0,anti_homophones_plus
30,fang1,5,-3.360136507294139,1,3.360136507294139,1,2,16,anti_homophones_plus
31,bo1,3,-3.257173908517443,1,3.257173908517443,1,6,11,anti_homophones_plus
32,wen2,4,-2.9288278132376186,1,2.9288278132376186,1,7,8,anti_homophones_plus
33,cO2cI4,6,-5.673984624380307,2,5.673984624380307,1,0,1,anti_homophones_plus
34,cun2tu5,7,-6.879704428140706,2,6.879704428140706,1,0,0,anti_homophones_plus
35,yV1,3,-3.546544775313855,1,3.546544775313855,1,0,12,anti_homophones_plus
36,zhang4,6,-3.3032728827073807,1,3.3032728827073807,1,5,12,anti_homophones_plus
37,shen1jK3,8,-6.170663811379667,2,6.170663811379667,1,0,1,anti_homophones_plus
38,jM1deng1fu2shI3,15,-11.165025655498074,4,11.165025655498074,1,0,0,anti_homophones_plus
39,man3,4,-3.3540854020916875,1,3.3540854020916875,1,5,17,anti_homophones_plus
40,wen4ke4shi4,11,-8.835761701762587,3,8.835761701762587,1,0,0,anti_homophones_plus
41,fa1dM1zi5,9,-8.277954794594434,3,8.277954794594434,1,0,0,anti_homophones_plus
42,qin1,4,-3.290349390841346,1,3.290349390841346,1,4,11,anti_homophones_plus
43,nK2,3,-3.5805566042001864,1,3.5805566042001864,1,0,10,anti_homophones_plus
44,hI1,3,-3.5010619551357403,1,3.5010619551357403,1,5,13,anti_homophones_plus
45,wu2bu4qing1,11,-7.791703437079252,3,7.791703437079252,1,0,0,anti_homophones_plus
46,jK4,3,-3.1129829304184886,1,3.1129829304184886,1,5,17,anti_homophones_plus
47,wE4,3,-2.910862363426304,1,2.910862363426304,1,7,16,anti_homophones_plus
48,chan4yQ4,8,-6.289083910113097,2,6.289083910113097,1,0,4,anti_homophones_plus
49,chun4,5,-3.7863567373700384,1,3.7863567373700384,1,0,10,anti_homophones_plus
50,dong1,5,-3.3099396248256676,1,3.3099396248256676,1,5,15,anti_homophones_plus
51,kQ3zhi2ci2,10,-9.342704615737096,3,9.342704615737096,1,0,0,anti_homophones_plus
52,mi4,3,-3.3258749774482372,1,3.3258749774482372,1,3,25,anti_homophones_plus
53,kong1zhong1,11,-6.317455823057058,2,6.317455823057058,1,0,0,anti_homophones_plus
54,ban1zi5,7,-5.2770077512283695,2,5.2770077512283695,1,0,12,anti_homophones_plus
55,chA1,4,-3.859526743098336,1,3.859526743098336,1,2,7,anti_homophones_plus
56,xLn4,4,-2.7827406135438344,1,2.7827406135438344,1,16,20,anti_homophones_plus
57,wo4qing2zhUng2,14,-10.355523481391675,3,10.355523481391675,1,0,0,anti_homophones_plus
58,tong1hI4,8,-5.593239166260965,2,5.593239166260965,1,0,4,anti_homophones_plus
59,pV1fang4xing1,13,-9.312816284003265,3,9.312816284003265,1,0,0,anti_homophones_plus
60,xUn2chong4ji4,13,-9.598441582695651,3,9.598441582695651,1,0,0,anti_homophones_plus
61,du4,3,-3.340017729372088,1,3.340017729372088,1,5,32,anti_homophones_plus
62,teng1pLn1,9,-7.5399651256009985,2,7.5399651256009985,1,0,1,anti_homophones_plus
63,yan3yong4,9,-6.2842109573302345,2,6.2842109573302345,1,0,1,anti_homophones_plus
64,dan3,4,-3.7266716791610337,1,3.7266716791610337,1,3,16,anti_homophones_plus
65,zi4chu4lu2,10,-9.497428834514324,3,9.497428834514324,1,0,0,anti_homophones_plus
66,mu4shi4,7,-5.0076386782289894,2,5.0076386782289894,1,1,15,anti_homophones_plus
67,fu2,3,-2.9466359076120163,1,2.9466359076120163,1,5,18,anti_homophones_plus
68,he2dW4,6,-5.628465362438481,2,5.628465362438481,1,1,4,anti_homophones_plus
69,kong4gI3,8,-6.648116763130504,2,6.648116763130504,1,0,0,anti_homophones_plus
70,zhe3,4,-2.776902758992562,1,2.776902758992562,1,8,15,anti_homophones_plus
71,gUn1,4,-3.036921738064031,1,3.036921738064031,1,7,13,anti_homophones_plus
72,shen4,5,-3.3657814711692593,1,3.3657814711692593,1,1,11,anti_homophones_plus
73,mLn4ren2,8,-5.321716728712361,2,5.321716728712361,1,0,4,anti_homophones_plus
74,ban3lin2he2,11,-8.91765332363389,3,8.91765332363389,1,0,0,anti_homophones_plus
75,ping1zhang4bi4li4,17,-11.751695723601765,4,11.751695723601765,1,0,0,anti_homophones_plus
76,cong1gQ1yin3,12,-9.272500312493477,3,9.272500312493477,1,0,0,anti_homophones_plus
77,hA3zI4ce4,9,-9.703269610927453,3,9.703269610927453,1,0,0,anti_homophones_plus
78,wE1xi2bE4,9,-8.105076686258352,3,8.105076686258352,1,0,0,anti_homophones_plus
79,xL4,3,-2.8712413465761766,1,2.8712413465761766,1,8,15,anti_homophones_plus
80,di4,3,-2.8219355033678446,1,2.8219355033678446,1,20,26,anti_homophones_plus
81,meng4,5,-3.99038785703783,1,3.99038785703783,1,0,15,anti_homophones_plus
82,zhi2fan4,8,-6.496461480016816,2,6.496461480016816,1,0,2,anti_homophones_plus
83,shen1,5,-3.1897230045727385,1,3.1897230045727385,1,4,8,anti_homophones_plus
84,chen3dLn3ru4shi4,16,-11.71853896257346,4,11.71853896257346,1,0,0,anti_homophones_plus
85,yC4,3,-3.0311003973710884,1,3.0311003973710884,1,8,19,anti_homophones_plus
86,dLn4dang4,9,-6.363122733136667,2,6.363122733136667,1,0,1,anti_homophones_plus
87,si1qing4hu4,11,-8.82649846211995,3,8.82649846211995,1,0,0,anti_homophones_plus
88,hUn1zi5,7,-5.389582026919657,2,5.389582026919657,1,1,11,anti_homophones_plus
89,jin4jW1shi1jLn1,15,-11.572235409971,4,11.572235409971,1,0,0,anti_homophones_plus
90,zhong4,6,-3.0308411270545483,1,3.0308411270545483,1,8,11,anti_homophones_plus
91,lQ4,3,-4.2873670666419965,1,4.2873670666419965,1,0,26,anti_homophones_plus
92,gU3rO4,6,-6.747332230221997,2,6.747332230221997,1,0,0,anti_homophones_plus
93,shi4,4,-2.431285353536701,1,2.431285353536701,1,23,21,anti_homophones_plus
94,shV3,4,-2.6604371112432443,1,2.6604371112432443,1,14,11,anti_homophones_plus
95,yin1nLng4tO1xin1,16,-13.250863963714313,4,13.250863963714313,1,0,0,anti_homophones_plus
96,bE4,3,-3.079503381934873,1,3.079503381934873,1,7,18,anti_homophones_plus
97,hI2yi4,6,-5.060753934528817,2,5.060753934528817,1,0,12,anti_homophones_plus
98,de2,3,-3.352267958247813,1,3.352267958247813,1,4,12,anti_homophones_plus
99,hV4,3,-3.0027318161833505,1,3.0027318161833505,1,4,21,anti_homophones_plus
100,zong2,5,-3.6304357846529696,1,3.6304357846529696,1,2,14,anti_homophones_plus
101,jM2,3,-2.916087677017936,1,2.916087677017936,1,9,18,anti_homophones_plus
102,lin4xLn4,8,-6.867328736852435,2,6.867328736852435,1,1,1,anti_homophones_plus
103,wu2ke3qi3,9,-7.715700970702166,3,7.715700970702166,1,0,0,anti_homophones_plus
104,yi1li3jing4,11,-7.792460575134482,3,7.792460575134482,1,0,0,anti_homophones_plus
105,hO4,3,-3.0865618732554174,1,3.0865618732554174,1,5,21,anti_homophones_plus
106,zV3shi4lA2,10,-8.09690156533048,3,8.09690156533048,1,0,0,anti_homophones_plus
107,hI1fang2hUng4fan4,17,-12.569197809132271,4,12.569197809132271,1,0,0,anti_homophones_plus
108,pang3xLng2fan2,14,-10.743637579728372,3,10.743637579728372,1,0,0,anti_homophones_plus
109,yin1en5,7,-6.95968498050964,2,6.95968498050964,1,0,0,anti_homophones_plus
110,shI3ping4cang1,14,-9.454383957165303,3,9.454383957165303,1,0,0,anti_homophones_plus
111,lun4,4,-3.4926993882023663,1,3.4926993882023663,1,2,14,anti_homophones_plus
112,shang3,6,-3.2529097666954634,1,3.2529097666954634,1,8,11,anti_homophones_plus
113,nE4,3,-3.419125346441228,1,3.419125346441228,1,4,20,anti_homophones_plus
114,ban3shQ1gQ1,11,-9.59878207661108,3,9.59878207661108,1,0,0,anti_homophones_plus
115,wu2jL5,6,-6.568304303705243,2,6.568304303705243,1,0,3,anti_homophones_plus
116,dO1yV2ba1ba5,12,-11.760101107086196,4,11.760101107086196,1,0,0,anti_homophones_plus
117,lv4,3,-3.2693384806478334,1,3.2693384806478334,1,3,17,anti_homophones_plus
118,chV2si5,7,-7.702580281592437,2,7.702580281592437,1,0,1,anti_homophones_plus
119,tI4,3,-3.499258604826245,1,3.499258604826245,1,3,16,anti_homophones_plus
120,hu2hU4,6,-5.543644717118446,2,5.543644717118446,1,0,7,anti_homophones_plus
121,dan4,4,-3.1317433887138777,1,3.1317433887138777,1,8,26,anti_homophones_plus
122,li2,3,-3.3448444589331916,1,3.3448444589331916,1,3,24,anti_homophones_plus
123,dO1chen2zhong2,14,-9.679345037687739,3,9.679345037687739,1,0,0,anti_homophones_plus
124,tong1rong4cheng4,16,-9.926406468578392,3,9.926406468578392,1,0,0,anti_homophones_plus
125,da3,3,-3.2100117264028336,1,3.2100117264028336,1,6,11,anti_homophones_plus
126,ba1jK3,6,-6.054743239953189,2,6.054743239953189,1,0,1,anti_homophones_plus
127,ba1la1,6,-6.134771203949386,2,6.134771203949386,1,0,1,anti_homophones_plus
128,ting4,5,-3.5159209294420433,1,3.5159209294420433,1,1,16,anti_homophones_plus
129,fan3qi4,7,-5.312219907991529,2,5.312219907991529,1,0,11,anti_homophones_plus
130,hI2che1,7,-5.337793662896299,2,5.337793662896299,1,1,5,anti_homophones_plus
131,jW4shi4,7,-4.920541391071113,2,4.920541391071113,1,1,5,anti_homophones_plus
132,da4dI4lK2sA1,12,-9.936585331825924,4,9.936585331825924,1,0,0,anti_homophones_plus
133,gO4hV4fu1,9,-8.777713011063131,3,8.777713011063131,1,0,0,anti_homophones_plus
134,lan2qi3mi2,10,-9.6326910584935,3,9.6326910584935,1,0,0,anti_homophones_plus
135,chQ2,4,-3.3336031889277233,1,3.3336031889277233,1,3,10,anti_homophones_plus
136,dLn4,4,-2.740627770273386,1,2.740627770273386,1,23,19,anti_homophones_plus
137,du2zi5,6,-4.668133413252648,2,4.668133413252648,1,2,8,anti_homophones_plus
138,zhQ2,4,-4.177890019008937,1,4.177890019008937,1,0,11,anti_homophones_plus
139,jin4qi4hen2wen2,15,-11.83905388829564,4,11.83905388829564,1,0,0,anti_homophones_plus
140,cha2yi4,7,-5.289949012874909,2,5.289949012874909,1,0,5,anti_homophones_plus
141,gu4ju1,6,-6.3999300126240275,2,6.3999300126240275,1,0,1,anti_homophones_plus
142,ji4,3,-2.736182191630327,1,2.736182191630327,1,13,31,anti_homophones_plus
143,jM4,3,-3.0974228749661856,1,3.0974228749661856,1,3,20,anti_homophones_plus
144,ji3yi1ye4,9,-8.198455504437586,3,8.198455504437586,1,0,0,anti_homophones_plus
145,ming1zhi4tA2zhQ4,16,-12.656147068292528,4,12.656147068292528,1,0,0,anti_homophones_plus
146,tLn1zi5,7,-4.690979762232863,2,4.690979762232863,1,3,5,anti_homophones_plus
147,ju4tV2,6,-5.350862552021093,2,5.350862552021093,1,1,4,anti_homophones_plus
148,da4qi4,6,-4.342023701927687,2,4.342023701927687,1,2,13,anti_homophones_plus
