,word,num_phones,prob,num_sylls_est,surprisal,lexicon,num_homophones,neighborhood_size,mode
0,wu4,3,-3.0829931711722938,1,3.0829931711722938,1,3,22,anti_homophones_plus
1,shen1yUn4yi4,12,-8.49952054637588,3,8.49952054637588,1,0,0,anti_homophones_plus
2,ban4,4,-3.1411232022570257,1,3.1411232022570257,1,6,24,anti_homophones_plus
3,xun2,4,-3.4195229790391997,1,3.4195229790391997,1,2,10,anti_homophones_plus
4,sheng4gA4lLng4,14,-9.730541227510386,3,9.730541227510386,1,0,0,anti_homophones_plus
5,nang3ku1jM2,11,-11.545086513779111,3,11.545086513779111,1,0,0,anti_homophones_plus
6,hun1qing1zhong1,15,-9.749985630450912,3,9.749985630450912,1,0,0,anti_homophones_plus
7,ying4bQ1,8,-6.636756517092244,2,6.636756517092244,1,0,0,anti_homophones_plus
8,chu1lu4,7,-4.882796435377965,2,4.882796435377965,1,0,15,anti_homophones_plus
9,shV1ru2ming1,12,-8.73502097397057,3,8.73502097397057,1,0,0,anti_homophones_plus
10,meng3,5,-4.364413812654324,1,4.364413812654324,1,0,6,anti_homophones_plus
11,ran2,4,-3.483757662174709,1,3.483757662174709,1,3,13,anti_homophones_plus
12,tLn1shu1fu1,11,-8.663805638534534,3,8.663805638534534,1,0,0,anti_homophones_plus
13,cong4ti3,8,-6.383486025265655,2,6.383486025265655,1,0,2,anti_homophones_plus
14,de2,3,-3.352267958247813,1,3.352267958247813,1,3,14,anti_homophones_plus
15,pA1pLn2,7,-6.94494515763625,2,6.94494515763625,1,0,1,anti_homophones_plus
16,qi4,3,-2.747820492013856,1,2.747820492013856,1,7,29,anti_homophones_plus
17,chu4,4,-3.1347874425950772,1,3.1347874425950772,1,6,10,anti_homophones_plus
18,feng1di4gI4sha1,15,-12.47462272831577,4,12.47462272831577,1,0,0,anti_homophones_plus
19,shan4,5,-3.152272008611557,1,3.152272008611557,1,8,10,anti_homophones_plus
20,shu4,4,-2.8227382093726288,1,2.8227382093726288,1,8,19,anti_homophones_plus
21,zong4wang2yong4,15,-10.303277091412408,3,10.303277091412408,1,0,0,anti_homophones_plus
22,si4yu2jin3,10,-9.1302791052066,3,9.1302791052066,1,0,0,anti_homophones_plus
23,bW3,3,-3.164921316383339,1,3.164921316383339,1,3,17,anti_homophones_plus
24,wu2qi1,6,-5.076823195356992,2,5.076823195356992,1,0,4,anti_homophones_plus
25,yi2gu4yi1,9,-8.826961600081132,3,8.826961600081132,1,0,0,anti_homophones_plus
26,yan4,4,-3.3177043694518624,1,3.3177043694518624,1,4,24,anti_homophones_plus
27,lin2,4,-3.283435295127901,1,3.283435295127901,1,6,9,anti_homophones_plus
28,li2hA4,6,-6.650788139489985,2,6.650788139489985,1,0,2,anti_homophones_plus
29,hun3zi5,7,-6.159510169699983,2,6.159510169699983,1,1,2,anti_homophones_plus
30,fE4,3,-3.081067294702184,1,3.081067294702184,1,5,16,anti_homophones_plus
31,fang2mQ2ke4,11,-8.217753320576472,3,8.217753320576472,1,0,0,anti_homophones_plus
32,chan3,5,-3.620237682246109,1,3.620237682246109,1,2,9,anti_homophones_plus
33,shI3,4,-2.801387976455928,1,2.801387976455928,1,21,12,anti_homophones_plus
34,yV4hA3yan2,10,-8.687419011627322,3,8.687419011627322,1,0,0,anti_homophones_plus
35,er4yang1bu4,11,-8.612908668840435,3,8.612908668840435,1,0,0,anti_homophones_plus
36,tW3qLng2tQ4,11,-10.710081547229125,3,10.710081547229125,1,0,0,anti_homophones_plus
37,yQ4dQ3,6,-5.998878298801431,2,5.998878298801431,1,0,2,anti_homophones_plus
38,shV3,4,-2.6604371112432443,1,2.6604371112432443,1,23,14,anti_homophones_plus
39,yu2,3,-2.867251942084866,1,2.867251942084866,1,15,22,anti_homophones_plus
40,yV4zhi2,7,-6.072810860947454,2,6.072810860947454,1,0,2,anti_homophones_plus
41,wa1jW3,6,-6.319017182387613,2,6.319017182387613,1,0,2,anti_homophones_plus
42,xin4bu4,7,-5.885491289593999,2,5.885491289593999,1,1,3,anti_homophones_plus
43,bu4,3,-2.8091063221600354,1,2.8091063221600354,1,10,29,anti_homophones_plus
44,pu3,3,-3.521903116160376,1,3.521903116160376,1,3,19,anti_homophones_plus
45,pE2zhe2,7,-6.750793719029797,2,6.750793719029797,1,0,0,anti_homophones_plus
46,jW1zheng1shu1,13,-8.563452155859709,3,8.563452155859709,1,0,0,anti_homophones_plus
47,chu2ci2,7,-5.781167044004511,2,5.781167044004511,1,0,2,anti_homophones_plus
48,na3er2,6,-5.345995027968761,2,5.345995027968761,1,1,0,anti_homophones_plus
49,xM2,3,-3.231760880591664,1,3.231760880591664,1,3,10,anti_homophones_plus
50,de2yC4,6,-6.248692436064217,2,6.248692436064217,1,0,2,anti_homophones_plus
51,dV4,3,-3.2976307348870058,1,3.2976307348870058,1,0,22,anti_homophones_plus
52,yC4,3,-3.0311003973710884,1,3.0311003973710884,1,5,13,anti_homophones_plus
53,wen1,4,-3.7660067126425965,1,3.7660067126425965,1,3,10,anti_homophones_plus
54,she4tang4shen1chUn4,19,-12.730286534840179,4,12.730286534840179,1,0,0,anti_homophones_plus
55,bA3ping2,8,-6.138930670221288,2,6.138930670221288,1,0,2,anti_homophones_plus
56,jL1,3,-2.7462530417330804,1,2.7462530417330804,1,8,16,anti_homophones_plus
57,zO4jL4,6,-5.2047209771310685,2,5.2047209771310685,1,1,4,anti_homophones_plus
58,xLng1qing2ye4,13,-8.302463851869483,3,8.302463851869483,1,0,0,anti_homophones_plus
59,ku3,3,-3.435492904326192,1,3.435492904326192,1,4,23,anti_homophones_plus
60,hUn4tong3di4,12,-9.655764588120077,3,9.655764588120077,1,0,0,anti_homophones_plus
61,mV3,3,-4.382124027850734,1,4.382124027850734,1,1,14,anti_homophones_plus
62,hun1,4,-3.5645056626557734,1,3.5645056626557734,1,3,14,anti_homophones_plus
63,fen4,4,-3.1758929604181874,1,3.1758929604181874,1,5,10,anti_homophones_plus
64,di1ge2,6,-5.689251709644093,2,5.689251709644093,1,0,3,anti_homophones_plus
65,dan3,4,-3.7266716791610337,1,3.7266716791610337,1,0,17,anti_homophones_plus
66,dong4,5,-3.3108660434630446,1,3.3108660434630446,1,4,19,anti_homophones_plus
67,xC4,3,-3.365603554070618,1,3.365603554070618,1,2,15,anti_homophones_plus
68,shi4,4,-2.431285353536701,1,2.431285353536701,1,23,26,anti_homophones_plus
69,zhi4nLn2,8,-5.476845730910978,2,5.476845730910978,1,0,3,anti_homophones_plus
70,jLn3shu4,8,-5.680620082603021,2,5.680620082603021,1,0,3,anti_homophones_plus
71,chang2,6,-3.3528991526558602,1,3.3528991526558602,1,9,15,anti_homophones_plus
72,xL4xL4jC2,9,-7.995898116572987,3,7.995898116572987,1,0,0,anti_homophones_plus
73,qW1,3,-3.90002035898123,1,3.90002035898123,1,2,13,anti_homophones_plus
74,mA2zhi1,7,-6.495941629466383,2,6.495941629466383,1,0,1,anti_homophones_plus
75,fo2zhUn4zhi1zI3,15,-13.272669018561047,4,13.272669018561047,1,0,0,anti_homophones_plus
76,can3xi4qUn2,11,-9.701400404369977,3,9.701400404369977,1,0,0,anti_homophones_plus
77,bo1san4,7,-5.927769335194656,2,5.927769335194656,1,0,3,anti_homophones_plus
78,tong1sheng4,11,-5.989889463479295,2,5.989889463479295,1,0,3,anti_homophones_plus
79,zhe1wE2hong2,12,-10.49488695421684,3,10.49488695421684,1,0,0,anti_homophones_plus
80,bA4,3,-3.4901381305225425,1,3.4901381305225425,1,3,24,anti_homophones_plus
81,sheng1,6,-2.886060915015179,1,2.886060915015179,1,14,13,anti_homophones_plus
82,gong2,5,-3.189653401465225,1,3.189653401465225,1,2,17,anti_homophones_plus
83,ji1,3,-2.5878299376633542,1,2.5878299376633542,1,9,26,anti_homophones_plus
84,en1,3,-3.9617018481407573,1,3.9617018481407573,1,2,6,anti_homophones_plus
85,kong3tong1,10,-6.955469516735212,2,6.955469516735212,1,0,0,anti_homophones_plus
86,dI4,3,-2.936637376632752,1,2.936637376632752,1,8,21,anti_homophones_plus
87,ti2chu1,7,-5.889388823434883,2,5.889388823434883,1,0,3,anti_homophones_plus
88,sang4ma3wu4,11,-10.163773921616686,3,10.163773921616686,1,0,0,anti_homophones_plus
89,chu1yi1,7,-5.874756582515248,2,5.874756582515248,1,0,3,anti_homophones_plus
90,zhan3yQ4,8,-6.436302906993697,2,6.436302906993697,1,0,0,anti_homophones_plus
91,qin2,4,-3.4142961585301586,1,3.4142961585301586,1,3,13,anti_homophones_plus
92,wan4,4,-3.3320825814143564,1,3.3320825814143564,1,5,23,anti_homophones_plus
93,wan4zan1,8,-8.29916999418951,2,8.29916999418951,1,0,1,anti_homophones_plus
94,bing4xW4qW2,11,-9.954359233224773,3,9.954359233224773,1,0,0,anti_homophones_plus
95,jC2,3,-3.04379048030792,1,3.04379048030792,1,7,9,anti_homophones_plus
96,teng4,5,-4.456510647733547,1,4.456510647733547,1,0,9,anti_homophones_plus
97,dLn4zhUng3gQ4gO3,16,-14.208726095154642,4,14.208726095154642,1,0,0,anti_homophones_plus
98,fa1ming2bQ4shi2,15,-10.77218052969558,4,10.77218052969558,1,0,0,anti_homophones_plus
99,ju4zi5,6,-4.980298577573325,2,4.980298577573325,1,2,14,anti_homophones_plus
100,zhi3shV3,8,-5.854017038790042,2,5.854017038790042,1,0,3,anti_homophones_plus
101,dO1mi1meng4,11,-9.866796729839216,3,9.866796729839216,1,0,0,anti_homophones_plus
102,shen1xi5li5,11,-8.38254913819743,3,8.38254913819743,1,0,0,anti_homophones_plus
103,wu3jing2,8,-5.612150012199783,2,5.612150012199783,1,1,3,anti_homophones_plus
104,bi4,3,-3.0817951062808984,1,3.0817951062808984,1,5,34,anti_homophones_plus
105,lE3,3,-3.9625089688060315,1,3.9625089688060315,1,1,13,anti_homophones_plus
106,chu1,4,-2.840312370555608,1,2.840312370555608,1,7,15,anti_homophones_plus
107,cQ3can1fE4lA2,13,-12.10389733270098,4,12.10389733270098,1,0,0,anti_homophones_plus
108,jing3,5,-3.3883198518494577,1,3.3883198518494577,1,4,14,anti_homophones_plus
109,sheng2,6,-3.097574526923433,1,3.097574526923433,1,7,11,anti_homophones_plus
110,cu1,3,-3.904479106704651,1,3.904479106704651,1,1,20,anti_homophones_plus
111,shi1lLng3jun1,13,-9.452872866672072,3,9.452872866672072,1,0,0,anti_homophones_plus
112,fan1,4,-3.6145733827639983,1,3.6145733827639983,1,3,20,anti_homophones_plus
113,feng2,5,-3.258609396081624,1,3.258609396081624,1,5,10,anti_homophones_plus
114,ming2,5,-3.2592611852189175,1,3.2592611852189175,1,4,16,anti_homophones_plus
115,rong3,5,-4.118819081005375,1,4.118819081005375,1,0,11,anti_homophones_plus
116,yV2,3,-2.926010595234958,1,2.926010595234958,1,6,15,anti_homophones_plus
117,si3jin1qUn2,11,-8.70329613824188,3,8.70329613824188,1,0,0,anti_homophones_plus
118,fan1ji4,7,-5.911037271617578,2,5.911037271617578,1,0,8,anti_homophones_plus
119,kUng1,5,-3.601434775021237,1,3.601434775021237,1,4,7,anti_homophones_plus
120,xLn3,4,-3.411961135060972,1,3.411961135060972,1,5,12,anti_homophones_plus
121,ya1she4da4,10,-9.825060757033954,3,9.825060757033954,1,0,0,anti_homophones_plus
122,gu3,3,-2.9374907707766527,1,2.9374907707766527,1,4,28,anti_homophones_plus
123,hO4,3,-3.0865618732554174,1,3.0865618732554174,1,4,23,anti_homophones_plus
124,dW1hu1kV3qK2,12,-11.725989187332514,4,11.725989187332514,1,0,0,anti_homophones_plus
125,zhong3,6,-3.4679293716520347,1,3.4679293716520347,1,3,12,anti_homophones_plus
126,ze2,3,-3.5079363400548536,1,3.5079363400548536,1,2,11,anti_homophones_plus
127,wan4wE4nA3,10,-8.659257483483323,3,8.659257483483323,1,0,0,anti_homophones_plus
128,kV3tV2,6,-5.406406274039252,2,5.406406274039252,1,0,3,anti_homophones_plus
129,hUn1,4,-3.5264616352036255,1,3.5264616352036255,1,2,17,anti_homophones_plus
130,yin2hU1,7,-5.970566984527555,2,5.970566984527555,1,0,3,anti_homophones_plus
131,yu4zeng1,8,-6.511081682236519,2,6.511081682236519,1,0,2,anti_homophones_plus
132,da3mA3jLng4,11,-9.5080499250021,3,9.5080499250021,1,0,0,anti_homophones_plus
133,da3zhi1,7,-5.110275391230395,2,5.110275391230395,1,1,5,anti_homophones_plus
134,xi1bi4,6,-5.940786942784193,2,5.940786942784193,1,0,4,anti_homophones_plus
135,fu1,3,-3.655360700590313,1,3.655360700590313,1,2,20,anti_homophones_plus
136,ji4,3,-2.736182191630327,1,2.736182191630327,1,7,36,anti_homophones_plus
137,ke1,3,-3.402236440156411,1,3.402236440156411,1,4,10,anti_homophones_plus
138,an4,3,-3.1317569492910438,1,3.1317569492910438,1,7,20,anti_homophones_plus
139,dQ4,3,-2.8766346552881497,1,2.8766346552881497,1,12,26,anti_homophones_plus
140,zhV1meng5,9,-8.523134650403815,2,8.523134650403815,1,0,0,anti_homophones_plus
141,gI1jK1,6,-6.635357245850453,2,6.635357245850453,1,0,0,anti_homophones_plus
142,er4gO3jLn4shI3,14,-11.140046340321266,4,11.140046340321266,1,0,0,anti_homophones_plus
143,lv2,3,-4.377951129184728,1,4.377951129184728,1,0,12,anti_homophones_plus
144,ting1cheng4,11,-6.7984621368682445,2,6.7984621368682445,1,0,0,anti_homophones_plus
145,yQ1sheng1,9,-6.34965603864607,2,6.34965603864607,1,0,1,anti_homophones_plus
146,dong4fu2,8,-6.039355093948031,2,6.039355093948031,1,0,1,anti_homophones_plus
147,ying1,5,-3.3457640356370217,1,3.3457640356370217,1,2,17,anti_homophones_plus
148,jing1,5,-3.1826424920678673,1,3.1826424920678673,1,4,16,anti_homophones_plus
149,hang4zhen1,10,-6.780186120559466,2,6.780186120559466,1,0,1,anti_homophones_plus
150,pA1min2,7,-5.889856432005891,2,5.889856432005891,1,0,3,anti_homophones_plus
151,hO3,3,-3.072850886904787,1,3.072850886904787,1,4,10,anti_homophones_plus
152,gP4ge1,6,-7.651971736232626,2,7.651971736232626,1,0,0,anti_homophones_plus
153,cong4zhang2,11,-6.9135504033574575,2,6.9135504033574575,1,0,2,anti_homophones_plus
154,kO4,3,-3.815841669261912,1,3.815841669261912,1,1,16,anti_homophones_plus
155,yang3chen2zheng2shi2,20,-12.581020853142391,4,12.581020853142391,1,0,0,anti_homophones_plus
156,neng3bo1,8,-7.3820609762362475,2,7.3820609762362475,1,0,0,anti_homophones_plus
157,leng2tV2,8,-6.063838023854623,2,6.063838023854623,1,0,0,anti_homophones_plus
158,shu1hI4,7,-5.510143339562571,2,5.510143339562571,1,0,2,anti_homophones_plus
159,qC1hO2,6,-6.153335455125211,2,6.153335455125211,1,0,0,anti_homophones_plus
160,min2,4,-3.459281712195817,1,3.459281712195817,1,0,8,anti_homophones_plus
161,sha1yan1kang1,13,-10.267146223981353,3,10.267146223981353,1,0,0,anti_homophones_plus
162,dM1,3,-3.8170679784101904,1,3.8170679784101904,1,0,11,anti_homophones_plus
163,cO4,3,-3.513500477585814,1,3.513500477585814,1,5,13,anti_homophones_plus
164,bu4dW4,6,-5.1447085075053565,2,5.1447085075053565,1,1,13,anti_homophones_plus
165,la1yi4ce4shang4,15,-12.385791681656315,4,12.385791681656315,1,0,0,anti_homophones_plus
166,bu4qi4,6,-4.323505194213174,2,4.323505194213174,1,2,16,anti_homophones_plus
167,gUng1,5,-3.4039279151926483,1,3.4039279151926483,1,1,9,anti_homophones_plus
168,mW4,3,-3.748825276795212,1,3.748825276795212,1,1,23,anti_homophones_plus
169,da3,3,-3.2100117264028336,1,3.2100117264028336,1,3,15,anti_homophones_plus
170,zhQ4,4,-3.0683654437567003,1,3.0683654437567003,1,7,12,anti_homophones_plus
