,word,num_phones,prob,num_sylls_est,surprisal,lexicon,num_homophones,neighborhood_size,mode
0,xLn2zhi2,8,-6.0645705719033245,2,6.0645705719033245,1,0,1,anti_homophones
1,xi1fang3,8,-5.667586418259005,2,5.667586418259005,1,0,3,anti_homophones
2,jin1nK2re4qi4,13,-10.98704293503655,4,10.98704293503655,1,0,0,anti_homophones
3,mu4zong2,8,-7.114874159949632,2,7.114874159949632,1,0,1,anti_homophones
4,shan4yV3xW1,11,-8.855959664950783,3,8.855959664950783,1,0,0,anti_homophones
5,zhQ4,4,-3.0683654437567003,1,3.0683654437567003,1,5,15,anti_homophones
6,he4,3,-3.7455867239362433,1,3.7455867239362433,1,0,22,anti_homophones
7,wu3bu4mE4,9,-8.550790233083843,3,8.550790233083843,1,0,0,anti_homophones
8,zi3,3,-3.25678269521878,1,3.25678269521878,1,3,19,anti_homophones
9,dA4,3,-2.911605031969309,1,2.911605031969309,1,11,20,anti_homophones
10,mo2,3,-3.178171680759119,1,3.178171680759119,1,4,11,anti_homophones
11,xL4,3,-2.8712413465761766,1,2.8712413465761766,1,10,10,anti_homophones
12,ji4,3,-2.736182191630327,1,2.736182191630327,1,14,21,anti_homophones
13,bQ4gO2,6,-5.859522040084306,2,5.859522040084306,1,0,2,anti_homophones
14,hUng1,5,-3.2845887962287508,1,3.2845887962287508,1,4,10,anti_homophones
15,da4,3,-2.9809914767854826,1,2.9809914767854826,1,4,19,anti_homophones
16,shi2xLn3da4jK3,14,-11.098104381095602,4,11.098104381095602,1,0,0,anti_homophones
17,qK2,3,-3.082502949629357,1,3.082502949629357,1,8,7,anti_homophones
18,pE4,3,-3.559067532265383,1,3.559067532265383,1,1,14,anti_homophones
19,zhen4yong4,10,-6.609374365343621,2,6.609374365343621,1,0,0,anti_homophones
20,xK1qLn1ju2,10,-8.703643911411294,3,8.703643911411294,1,0,0,anti_homophones
21,jM1shI3xLn4fa4,14,-11.669507704380814,4,11.669507704380814,1,0,0,anti_homophones
22,cheng1,6,-3.196299926279742,1,3.196299926279742,1,5,9,anti_homophones
23,xun2yong1,9,-6.634483023288478,2,6.634483023288478,1,0,1,anti_homophones
24,yi4jin4,7,-5.635952211967159,2,5.635952211967159,1,0,6,anti_homophones
25,hQ2,3,-3.451709547140177,1,3.451709547140177,1,4,19,anti_homophones
26,pQ4pQ4,6,-5.468576165526373,2,5.468576165526373,1,1,3,anti_homophones
27,sV1jin4,7,-6.579736259206071,2,6.579736259206071,1,0,1,anti_homophones
28,chen1di1xin1,12,-9.268406013992726,3,9.268406013992726,1,0,0,anti_homophones
29,su1,3,-3.9807152605657445,1,3.9807152605657445,1,0,21,anti_homophones
30,yu4,3,-2.920677187218648,1,2.920677187218648,1,7,26,anti_homophones
31,li4,3,-2.772266235581271,1,2.772266235581271,1,9,26,anti_homophones
32,sheng2bW3,9,-5.87573228369157,2,5.87573228369157,1,0,0,anti_homophones
33,jing2,5,-2.9934275729564317,1,2.9934275729564317,1,12,14,anti_homophones
34,jun1ren2,8,-5.271071953860172,2,5.271071953860172,1,1,2,anti_homophones
35,shP4,4,-3.568708489171798,1,3.568708489171798,1,3,9,anti_homophones
36,qLn4,4,-3.6917906723720053,1,3.6917906723720053,1,3,14,anti_homophones
37,ling2zhi3,9,-6.028870549060209,2,6.028870549060209,1,0,2,anti_homophones
38,nW3,3,-3.695778779549062,1,3.695778779549062,1,2,13,anti_homophones
39,bE3ban1yu4li3,13,-10.729314384375586,4,10.729314384375586,1,0,0,anti_homophones
40,ji1,3,-2.5878299376633542,1,2.5878299376633542,1,23,18,anti_homophones
41,wu1,3,-3.3338459978128427,1,3.3338459978128427,1,6,19,anti_homophones
42,qing2,5,-3.0305485488456667,1,3.0305485488456667,1,5,17,anti_homophones
43,ji1xLn2zI4,10,-8.847162007435093,3,8.847162007435093,1,0,0,anti_homophones
44,bQ3,3,-3.1923141553334777,1,3.1923141553334777,1,4,20,anti_homophones
45,tV2er3bu4,9,-8.495962636796435,3,8.495962636796435,1,0,0,anti_homophones
46,zhi1di3,7,-5.7011152152435445,2,5.7011152152435445,1,0,0,anti_homophones
47,shi2bu4gu3,10,-7.290940453910375,3,7.290940453910375,1,0,0,anti_homophones
48,wan2zhUng2xing4ti3,18,-12.217356877767838,4,12.217356877767838,1,0,0,anti_homophones
49,zO4,3,-3.005602105204724,1,3.005602105204724,1,7,17,anti_homophones
50,cha1che1,8,-5.832161649540212,2,5.832161649540212,1,0,3,anti_homophones
51,shQ4,4,-3.502038507797229,1,3.502038507797229,1,1,9,anti_homophones
52,nQ3,3,-3.4881621408935795,1,3.4881621408935795,1,2,20,anti_homophones
53,zun2zhA4shi4,12,-11.843856038509214,3,11.843856038509214,1,0,0,anti_homophones
54,fE1fu3,6,-6.78846406054972,2,6.78846406054972,1,0,1,anti_homophones
55,ru4,3,-3.151414886892327,1,3.151414886892327,1,4,27,anti_homophones
56,da4tLn1ti3,10,-7.827938377991698,3,7.827938377991698,1,0,0,anti_homophones
57,qi2hUn2,7,-6.592875668016338,2,6.592875668016338,1,0,4,anti_homophones
58,bLn4kang4,9,-7.3961950045247935,2,7.3961950045247935,1,0,0,anti_homophones
59,shI3,4,-2.801387976455928,1,2.801387976455928,1,10,6,anti_homophones
60,yC4,3,-3.0311003973710884,1,3.0311003973710884,1,8,10,anti_homophones
61,fu2lu4,6,-5.495250957759351,2,5.495250957759351,1,0,11,anti_homophones
62,jL3xC2ze2,9,-9.094751843039372,3,9.094751843039372,1,0,0,anti_homophones
63,gan3ye4,7,-5.635730880826231,2,5.635730880826231,1,0,2,anti_homophones
64,jLng3,5,-3.6718669237758594,1,3.6718669237758594,1,3,8,anti_homophones
65,dUn4jL4san1,11,-10.796447961098275,3,10.796447961098275,1,0,0,anti_homophones
66,wu3mE2,6,-6.628394159155678,2,6.628394159155678,1,0,0,anti_homophones
67,fE1ju4,6,-5.600756694607807,2,5.600756694607807,1,0,6,anti_homophones
68,tLn1nW3,7,-6.153113891854702,2,6.153113891854702,1,0,2,anti_homophones
69,shi1fen1,8,-6.199712660607,2,6.199712660607,1,0,0,anti_homophones
70,zA4shi1,7,-5.80474126134496,2,5.80474126134496,1,0,2,anti_homophones
71,bi4hQ4,6,-5.384009465665047,2,5.384009465665047,1,0,11,anti_homophones
72,xC2,3,-3.1216275502856257,1,3.1216275502856257,1,7,10,anti_homophones
73,wa2wan4wE1,10,-9.904879870618826,3,9.904879870618826,1,0,0,anti_homophones
74,dong1,5,-3.3099396248256676,1,3.3099396248256676,1,2,16,anti_homophones
75,shA3gan3,8,-7.727471972524259,2,7.727471972524259,1,0,0,anti_homophones
76,ran2shI3,8,-6.127643440325549,2,6.127643440325549,1,0,0,anti_homophones
77,nLn2,4,-3.2055678110695154,1,3.2055678110695154,1,5,9,anti_homophones
78,tong1,5,-3.082540338409476,1,3.082540338409476,1,5,15,anti_homophones
79,shUn2fu2,8,-6.895569847667496,2,6.895569847667496,1,0,1,anti_homophones
80,re4hu3lLn2yUn2,14,-11.163286231039278,4,11.163286231039278,1,0,0,anti_homophones
81,jYng2yan1,9,-7.652519812118084,2,7.652519812118084,1,0,0,anti_homophones
82,tQ2dV4jM4,9,-9.443634665051196,3,9.443634665051196,1,0,0,anti_homophones
83,hV4shi4,7,-5.0040885611649415,2,5.0040885611649415,1,1,11,anti_homophones
84,fen4,4,-3.1758929604181874,1,3.1758929604181874,1,9,12,anti_homophones
85,xLng1,5,-3.17616641035358,1,3.17616641035358,1,9,10,anti_homophones
86,lLn4,4,-3.3292518909022304,1,3.3292518909022304,1,6,14,anti_homophones
87,tA2,3,-3.2997983380506777,1,3.2997983380506777,1,7,12,anti_homophones
88,yi1lK2long2,11,-8.15638701473196,3,8.15638701473196,1,0,0,anti_homophones
89,qi1,3,-3.054467036944016,1,3.054467036944016,1,7,18,anti_homophones
90,yi2hI4,6,-5.5576384188344665,2,5.5576384188344665,1,0,8,anti_homophones
91,lu4gO2dong2,11,-9.128140998829352,3,9.128140998829352,1,0,0,anti_homophones
92,mi2ting4,8,-6.239884594340354,2,6.239884594340354,1,0,3,anti_homophones
93,bo1,3,-3.257173908517443,1,3.257173908517443,1,3,11,anti_homophones
94,chen1,5,-3.4999620158373013,1,3.4999620158373013,1,3,10,anti_homophones
95,yV4hong4,8,-6.658460133067882,2,6.658460133067882,1,0,1,anti_homophones
96,hU4,3,-2.8029198360151866,1,2.8029198360151866,1,8,17,anti_homophones
97,zi4,3,-3.1181748073244924,1,3.1181748073244924,1,3,22,anti_homophones
98,cun1,4,-3.878408809751295,1,3.878408809751295,1,2,14,anti_homophones
99,yu3,3,-3.059294598718003,1,3.059294598718003,1,6,24,anti_homophones
100,shu3qing1yun4,13,-9.607267430277501,3,9.607267430277501,1,0,0,anti_homophones
101,tong4,5,-3.083466757046853,1,3.083466757046853,1,5,16,anti_homophones
102,weng2jing1,10,-8.088743644254459,2,8.088743644254459,1,0,0,anti_homophones
103,lE2,3,-3.717097451567424,1,3.717097451567424,1,3,16,anti_homophones
104,gI3,3,-3.383208157249218,1,3.383208157249218,1,4,11,anti_homophones
105,xi1shang4,9,-5.7894731526912455,2,5.7894731526912455,1,0,1,anti_homophones
106,yi3,3,-3.2533314876372588,1,3.2533314876372588,1,4,22,anti_homophones
107,yV2wE2shI3dun1,14,-12.661271920782372,4,12.661271920782372,1,0,0,anti_homophones
108,xi1,3,-2.956308838738689,1,2.956308838738689,1,12,19,anti_homophones
109,jC1,3,-4.700392816901113,1,4.700392816901113,1,0,10,anti_homophones
110,A1jW3,5,-5.834762357624849,2,5.834762357624849,1,0,0,anti_homophones
111,shen2,5,-3.152659373829305,1,3.152659373829305,1,4,12,anti_homophones
112,gong4,5,-2.992249754988326,1,2.992249754988326,1,9,17,anti_homophones
113,nA3lO2xLng1,11,-9.450683528784145,3,9.450683528784145,1,0,0,anti_homophones
114,han4,4,-3.5220634909872843,1,3.5220634909872843,1,4,25,anti_homophones
115,pu1zhQ4,7,-6.480730333996437,2,6.480730333996437,1,0,2,anti_homophones
116,wo1,3,-3.690954559897313,1,3.690954559897313,1,0,7,anti_homophones
117,zhe3,4,-2.776902758992562,1,2.776902758992562,1,20,10,anti_homophones
118,gan3zong4,9,-7.037142277285559,2,7.037142277285559,1,0,0,anti_homophones
119,shV3,4,-2.6604371112432443,1,2.6604371112432443,1,20,7,anti_homophones
120,mQ2ren2bang1,12,-9.42432372131722,3,9.42432372131722,1,0,0,anti_homophones
121,shi2ji1che1zheng2,17,-11.037966272698467,4,11.037966272698467,1,0,0,anti_homophones
122,ye4,3,-2.9887623142306534,1,2.9887623142306534,1,6,18,anti_homophones
123,qLn2,4,-2.9607482676900827,1,2.9607482676900827,1,5,13,anti_homophones
