,word,num_phones,prob,num_sylls_est,surprisal,lexicon,num_homophones,neighborhood_size,mode
0,shang4,6,-3.1195568457018417,1,3.1195568457018417,1,5,9,anti_homophones
1,shO4chu1,8,-6.9440193657091775,2,6.9440193657091775,1,0,1,anti_homophones
2,qLng1,5,-3.471284901880413,1,3.471284901880413,1,2,9,anti_homophones
3,ding3mLn4gong4,14,-9.65410647663097,3,9.65410647663097,1,0,0,anti_homophones
4,gQ1,3,-3.1949594305795777,1,3.1949594305795777,1,5,16,anti_homophones
5,xi1shi3,7,-5.700318093535953,2,5.700318093535953,1,0,3,anti_homophones
6,bLn1xing2lV2qing1,17,-12.345341797044634,4,12.345341797044634,1,0,0,anti_homophones
7,she2yi2,7,-6.545146054953283,2,6.545146054953283,1,0,0,anti_homophones
8,xM2,3,-3.231760880591664,1,3.231760880591664,1,6,10,anti_homophones
9,yUn4yu4qing4,12,-9.272227180373159,3,9.272227180373159,1,0,0,anti_homophones
10,da3cheng4yC1,12,-8.994624389344313,3,8.994624389344313,1,0,0,anti_homophones
11,jW1,3,-2.9856312749422496,1,2.9856312749422496,1,3,12,anti_homophones
12,che1,4,-2.8393157788016437,1,2.8393157788016437,1,14,12,anti_homophones
13,tu1pQ3,6,-6.518418586656258,2,6.518418586656258,1,0,1,anti_homophones
14,ji4,3,-2.736182191630327,1,2.736182191630327,1,8,22,anti_homophones
15,tang3hI2sheng2,14,-9.604778720942807,3,9.604778720942807,1,0,0,anti_homophones
16,feng4,5,-3.254606976144222,1,3.254606976144222,1,4,14,anti_homophones
17,ci3yu4,6,-5.631384061628777,2,5.631384061628777,1,0,3,anti_homophones
18,mo4shi4pin3,11,-7.73907298617507,3,7.73907298617507,1,0,0,anti_homophones
19,ren2,4,-2.7236441075566775,1,2.7236441075566775,1,11,8,anti_homophones
20,lLng1,5,-3.467330167360873,1,3.467330167360873,1,2,11,anti_homophones
21,mu4xLng4,8,-5.7269953794985256,2,5.7269953794985256,1,0,6,anti_homophones
22,gong1,5,-2.991323336350949,1,2.991323336350949,1,5,18,anti_homophones
23,fE4,3,-3.081067294702184,1,3.081067294702184,1,9,11,anti_homophones
24,ri4yi1cheng1,12,-8.914456693560535,3,8.914456693560535,1,0,0,anti_homophones
25,zO4,3,-3.005602105204724,1,3.005602105204724,1,5,16,anti_homophones
26,A4nA3,5,-7.400059893320014,2,7.400059893320014,1,0,0,anti_homophones
27,xu4,3,-3.394497373594584,1,3.394497373594584,1,4,26,anti_homophones
28,xW3mQn2,7,-9.955904101902599,2,9.955904101902599,1,0,0,anti_homophones
29,jin1yi4,7,-5.286575323471852,2,5.286575323471852,1,1,8,anti_homophones
30,dA4,3,-2.911605031969309,1,2.911605031969309,1,8,21,anti_homophones
31,shen1,5,-3.1897230045727385,1,3.1897230045727385,1,3,8,anti_homophones
32,shV3shI4,8,-6.153739760139384,2,6.153739760139384,1,1,1,anti_homophones
33,di1nu4,6,-5.926513844973339,2,5.926513844973339,1,1,5,anti_homophones
34,hang3bu4ding4zhong1,19,-11.696100824272795,4,11.696100824272795,1,0,0,anti_homophones
35,shP3mA4fE4,10,-8.651454535911403,3,8.651454535911403,1,0,0,anti_homophones
36,dQ4bA3tV2,9,-8.54859919279708,3,8.54859919279708,1,0,0,anti_homophones
37,da3ti2,6,-5.284019174272823,2,5.284019174272823,1,1,5,anti_homophones
38,hA2,3,-3.7725543546574727,1,3.7725543546574727,1,2,18,anti_homophones
39,ban1,4,-3.4144344317849535,1,3.4144344317849535,1,4,14,anti_homophones
40,an1,3,-3.1962627982152827,1,3.1962627982152827,1,5,11,anti_homophones
41,yong4,5,-3.4448174195099126,1,3.4448174195099126,1,4,15,anti_homophones
42,fan4yUn2wan4,12,-8.869764437439768,3,8.869764437439768,1,0,0,anti_homophones
43,qUn4,4,-3.8736208350089814,1,3.8736208350089814,1,2,12,anti_homophones
44,xM3,3,-3.563974881579792,1,3.563974881579792,1,2,8,anti_homophones
45,zhu4,4,-2.840140994526383,1,2.840140994526383,1,14,13,anti_homophones
46,tu3wang1zheng4,14,-9.717019019165852,3,9.717019019165852,1,0,0,anti_homophones
47,ru2chong4,9,-6.205887187533962,2,6.205887187533962,1,0,1,anti_homophones
48,jLng3ran2jM2,12,-9.163558304539297,3,9.163558304539297,1,0,0,anti_homophones
49,mo1yu2,6,-6.293975327963787,2,6.293975327963787,1,0,2,anti_homophones
50,dang2,5,-3.522613704499278,1,3.522613704499278,1,2,19,anti_homophones
51,qi1,3,-3.054467036944016,1,3.054467036944016,1,4,17,anti_homophones
52,yan2,4,-2.884277253231769,1,2.884277253231769,1,7,16,anti_homophones
53,ju4,3,-2.920465212241052,1,2.920465212241052,1,7,26,anti_homophones
54,li4,3,-2.772266235581271,1,2.772266235581271,1,11,29,anti_homophones
55,xin1,4,-2.8101697106812633,1,2.8101697106812633,1,9,10,anti_homophones
56,wen2,4,-2.9288278132376186,1,2.9288278132376186,1,8,8,anti_homophones
57,sha1kI4,7,-5.965714600227787,2,5.965714600227787,1,0,1,anti_homophones
58,gP4,3,-3.6898165127844997,1,3.6898165127844997,1,3,10,anti_homophones
59,jL1,3,-2.7462530417330804,1,2.7462530417330804,1,16,9,anti_homophones
60,jW4sha1yu3,10,-8.599051615690037,3,8.599051615690037,1,0,0,anti_homophones
61,dQ3yi1mo5,9,-10.098167452947894,3,10.098167452947894,1,0,0,anti_homophones
62,jLn4dI4chUng1,13,-9.288125340477789,3,9.288125340477789,1,0,0,anti_homophones
63,wan4yi4qW3qu1,13,-12.005773806229962,4,12.005773806229962,1,0,0,anti_homophones
64,shen2zi1beng4qM5,16,-14.54241992663632,4,14.54241992663632,1,0,0,anti_homophones
65,dW1lK2sa4,9,-8.646513298692497,3,8.646513298692497,1,0,0,anti_homophones
66,cQ3da4ye3lv4,12,-10.945788915126075,4,10.945788915126075,1,0,0,anti_homophones
67,kV3,3,-3.1776390582084675,1,3.1776390582084675,1,6,12,anti_homophones
68,ke1pLn4,7,-5.944392849299015,2,5.944392849299015,1,0,2,anti_homophones
69,xi1,3,-2.956308838738689,1,2.956308838738689,1,9,19,anti_homophones
70,xLn4,4,-2.7827406135438344,1,2.7827406135438344,1,17,17,anti_homophones
71,xi1an4,6,-5.523449810043829,2,5.523449810043829,1,0,3,anti_homophones
72,gI1yi4rUn3,10,-9.139188120555396,3,9.139188120555396,1,0,0,anti_homophones
73,pE4qu4,6,-6.363154235980149,2,6.363154235980149,1,0,1,anti_homophones
74,man3,4,-3.3540854020916875,1,3.3540854020916875,1,3,16,anti_homophones
75,wE4,3,-2.910862363426304,1,2.910862363426304,1,9,12,anti_homophones
76,an1yan3zhu3bQ4,14,-11.491750489196438,4,11.491750489196438,1,0,0,anti_homophones
77,rI4lv4qK2,9,-9.561290808567389,3,9.561290808567389,1,0,0,anti_homophones
78,cha2,4,-3.2626801525166567,1,3.2626801525166567,1,5,9,anti_homophones
79,shi2zi5,7,-4.44855742228382,2,4.44855742228382,1,2,6,anti_homophones
80,he2,3,-2.764229378752174,1,2.764229378752174,1,8,19,anti_homophones
81,zhen3,5,-3.7894766203232515,1,3.7894766203232515,1,2,8,anti_homophones
82,yu4,3,-2.920677187218648,1,2.920677187218648,1,5,25,anti_homophones
83,ri4,3,-3.1368564586871885,1,3.1368564586871885,1,4,18,anti_homophones
84,hO4gP4,6,-5.929510375604629,2,5.929510375604629,1,0,1,anti_homophones
