,word,num_phones,prob,num_sylls_est,surprisal,lexicon,num_homophones,neighborhood_size,mode
0,zhi4zi3,7,-5.2106398500741,2,5.2106398500741,1,0,4,neutral
1,cI4yu3,6,-5.2316799936630005,2,5.2316799936630005,1,0,3,neutral
2,rong2ru3,8,-6.30110993900689,2,6.30110993900689,1,0,0,neutral
3,yC4ju4,6,-4.935576597901678,2,4.935576597901678,1,2,6,neutral
4,ge2he2,6,-5.336496543342768,2,5.336496543342768,1,1,0,neutral
5,chu1,4,-2.8482078224553136,1,2.8482078224553136,1,22,13,neutral
6,gO1zi3,6,-5.6410577292720685,2,5.6410577292720685,1,0,4,neutral
7,xC2zi3,6,-5.389873074723319,2,5.389873074723319,1,0,3,neutral
8,chV4,4,-3.9129312574611768,1,3.9129312574611768,1,3,9,neutral
9,bang1jM4chUn3ye4,16,-13.627637634504346,4,13.627637634504346,1,0,0,neutral
10,jing3,5,-3.10764937579647,1,3.10764937579647,1,15,9,neutral
11,wen4,4,-3.5227653406537445,1,3.5227653406537445,1,4,9,neutral
12,jLn1,4,-2.9490247563560117,1,2.9490247563560117,1,19,13,neutral
13,ge1,3,-4.612957221618759,1,4.612957221618759,1,0,5,neutral
14,gong1,5,-2.721903202682871,1,2.721903202682871,1,40,12,neutral
15,sha3shi4,8,-5.844945398284999,2,5.844945398284999,1,0,3,neutral
16,shang2sang3,11,-7.93663470299553,2,7.93663470299553,1,0,0,neutral
17,bang3,5,-3.8491774147383633,1,3.8491774147383633,1,2,13,neutral
18,kong3cheng1wu2si1,17,-10.846502899549398,4,10.846502899549398,1,0,0,neutral
19,yun4,4,-3.1340433055846595,1,3.1340433055846595,1,17,12,neutral
20,qu1xLng4,8,-5.073178445986465,2,5.073178445986465,1,0,3,neutral
21,zi4shang4ru4,12,-8.435018216497202,3,8.435018216497202,1,0,0,neutral
22,bu4xing2lu4,11,-7.346093540050065,3,7.346093540050065,1,0,0,neutral
23,leng3de5,8,-5.208302831837237,2,5.208302831837237,1,2,0,neutral
24,si3ban4er3,10,-8.532584534603668,3,8.532584534603668,1,0,0,neutral
25,shI3,4,-2.7992124537145164,1,2.7992124537145164,1,28,9,neutral
26,dong1dong4lun4,14,-8.979303299914777,3,8.979303299914777,1,0,0,neutral
27,shi4bu4,7,-4.887180065534298,2,4.887180065534298,1,1,7,neutral
28,jLn4,4,-2.814625520167751,1,2.814625520167751,1,26,12,neutral
29,si1lM1,6,-5.824115299581167,2,5.824115299581167,1,0,3,neutral
30,yi1lLng2zhA4,12,-8.442718169531862,3,8.442718169531862,1,0,0,neutral
31,zheng2nL4zhi4,13,-9.75041694471398,3,9.75041694471398,1,0,0,neutral
32,ye4yV3yi3lA2,12,-8.536036577732443,4,8.536036577732443,1,0,0,neutral
33,zu3mu4men2ke4,13,-11.19256232067357,4,11.19256232067357,1,0,0,neutral
34,xW1zO4dLn3,10,-9.61737411250577,3,9.61737411250577,1,0,0,neutral
