,word,num_phones,prob,num_sylls_est,surprisal,lexicon,num_homophones,neighborhood_size,mode
0,pQlI{n@,7,-5.010072859325111,4,5.010072859325111,1,0,1,anti_homophones_plus
1,k{S,3,-4.57348447176087,1,4.57348447176087,1,1,22,anti_homophones_plus
2,dIs2sIvnIs,10,-5.040174265719656,4,5.040174265719656,1,0,1,anti_homophones_plus
3,IndIk1t,7,-4.189941104370988,3,4.189941104370988,1,3,2,anti_homophones_plus
4,mVNst,5,-5.9998535874231,1,5.9998535874231,1,0,1,anti_homophones_plus
5,6tw3k,5,-4.448502134848438,2,4.448502134848438,1,0,1,anti_homophones_plus
6,@n{TInII_,9,-11.54390805540852,5,11.54390805540852,1,0,0,anti_homophones_plus
7,k8lIs,5,-4.471267419239484,2,4.471267419239484,1,2,2,anti_homophones_plus
8,wQlv@bP,7,-6.485416378734705,2,6.485416378734705,1,0,0,anti_homophones_plus
9,mEtrIk,6,-4.360278994560398,2,4.360278994560398,1,0,5,anti_homophones_plus
10,jut@bP,6,-4.7465693678986165,2,4.7465693678986165,1,1,5,anti_homophones_plus
11,b6nt7sEt,8,-7.294630877457458,3,7.294630877457458,1,0,0,anti_homophones_plus
12,sl1,3,-4.561107931945951,1,4.561107931945951,1,0,14,anti_homophones_plus
13,bjug$dIn1SH,11,-8.848913274682964,4,8.848913274682964,1,0,0,anti_homophones_plus
14,sVbk@mIsI_In8r7s,16,-12.6328456072578,7,12.6328456072578,1,0,0,anti_homophones_plus
15,InIs,4,-4.286781512411441,2,4.286781512411441,1,2,30,anti_homophones_plus
16,6tw$n,5,-4.936221994774619,2,4.936221994774619,1,0,0,anti_homophones_plus
17,kr{bIt@rI,9,-6.430609049885454,4,6.430609049885454,1,0,0,anti_homophones_plus
18,EksI_@nt,8,-4.9301164454046456,3,4.9301164454046456,1,0,2,anti_homophones_plus
19,frQst@mEZH,10,-8.68257189534867,3,8.68257189534867,1,0,0,anti_homophones_plus
20,brEst,5,-4.347701232010694,1,4.347701232010694,1,0,8,anti_homophones_plus
21,k{rIk,5,-4.916938534684759,2,4.916938534684759,1,0,5,anti_homophones_plus
22,p@f$m@tISnIs,12,-8.531861283823899,5,8.531861283823899,1,0,0,anti_homophones_plus
23,pl{stIk,7,-4.36473396078031,2,4.36473396078031,1,0,5,anti_homophones_plus
24,sVD@n@t,7,-6.5574472872926135,3,6.5574472872926135,1,0,0,anti_homophones_plus
25,_inI,4,-4.780885061774698,2,4.780885061774698,1,1,9,anti_homophones_plus
26,st8z,4,-4.632134242959758,1,4.632134242959758,1,3,2,anti_homophones_plus
27,silskInIs,9,-5.763892790838062,3,5.763892790838062,1,0,0,anti_homophones_plus
