,word,num_phones,prob,num_sylls_est,surprisal,lexicon,num_homophones,neighborhood_size,mode
0,mEsI{nIm@s,10,-7.38357619151961,5,7.38357619151961,1,0,0,anti_homophones_plus
1,n{fT@lin,8,-5.301542389299051,3,5.301542389299051,1,0,0,anti_homophones_plus
2,n$sj@sI,7,-5.523481828270448,3,5.523481828270448,1,0,1,anti_homophones_plus
3,{dv3t@R,7,-5.915907413560131,3,5.915907413560131,1,0,0,anti_homophones_plus
4,@mId,4,-4.462619886235899,2,4.462619886235899,1,0,0,anti_homophones_plus
5,b#st@R,6,-4.62495081694595,2,4.62495081694595,1,0,9,anti_homophones_plus
6,krusIvlI,8,-4.607644962374004,3,4.607644962374004,1,2,0,anti_homophones_plus
7,tr5_@n{l@_VstI,14,-10.265319801018654,6,10.265319801018654,1,0,0,anti_homophones_plus
8,h#tIdnIs,8,-4.699409160639623,3,4.699409160639623,1,3,2,anti_homophones_plus
9,d3vHtin,7,-8.112750660794738,2,8.112750660794738,1,0,0,anti_homophones_plus
10,l1tn@R,6,-6.038221637509506,2,6.038221637509506,1,0,3,anti_homophones_plus
11,blik,4,-4.616018532430505,1,4.616018532430505,1,1,14,anti_homophones_plus
12,k{nd@R,6,-4.691227471414834,2,4.691227471414834,1,0,6,anti_homophones_plus
13,smuD,4,-4.630073442062455,1,4.630073442062455,1,2,4,anti_homophones_plus
14,sp$t,4,-4.008431024550339,1,4.008431024550339,1,3,16,anti_homophones_plus
15,mIsdIkSH,8,-4.973277747619527,2,4.973277747619527,1,0,0,anti_homophones_plus
16,bIg2lm@n@nt,11,-6.844656785146744,4,6.844656785146744,1,0,0,anti_homophones_plus
17,rizH@blI,8,-4.445067585875175,3,4.445067585875175,1,0,1,anti_homophones_plus
18,pUSI,4,-4.620349221604335,2,4.620349221604335,1,0,5,anti_homophones_plus
19,hIk@lI,6,-5.270630121620469,3,5.270630121620469,1,0,11,anti_homophones_plus
20,s{vI_nIN,8,-6.801865922659278,3,6.801865922659278,1,0,0,anti_homophones_plus
21,sn$Rnt,6,-7.477815243222402,1,7.477815243222402,1,0,0,anti_homophones_plus
22,brudIpl$R,9,-9.811312763838865,3,9.811312763838865,1,0,0,anti_homophones_plus
23,pEdIstIv@tI,11,-10.086450549935202,5,10.086450549935202,1,0,0,anti_homophones_plus
24,_Est@R,6,-4.765340298138822,2,4.765340298138822,1,3,8,anti_homophones_plus
25,T7lIslI,7,-6.679720986377488,3,6.679720986377488,1,0,2,anti_homophones_plus
26,bQr5@R,6,-4.894969006566857,3,4.894969006566857,1,0,0,anti_homophones_plus
27,Impr{ktIv,9,-5.001685097681155,3,5.001685097681155,1,1,1,anti_homophones_plus
28,smEl,4,-4.652331594396261,1,4.652331594396261,1,3,8,anti_homophones_plus
29,mEg@dEfIn@t,11,-8.988520661848158,5,8.988520661848158,1,0,0,anti_homophones_plus
30,{fQlIk,6,-6.990500493100946,3,6.990500493100946,1,0,1,anti_homophones_plus
31,{d@m,4,-4.37653892797041,2,4.37653892797041,1,1,4,anti_homophones_plus
32,rudIS@sn@s,10,-7.9273001163148535,4,7.9273001163148535,1,0,0,anti_homophones_plus
33,m#vP,4,-4.797305406762818,1,4.797305406762818,1,0,5,anti_homophones_plus
34,r2ts,4,-4.744415502874116,1,4.744415502874116,1,1,9,anti_homophones_plus
35,p@tI,4,-4.510104180807432,2,4.510104180807432,1,0,19,anti_homophones_plus
36,stEpmVD@R,9,-5.629191649330008,3,5.629191649330008,1,0,0,anti_homophones_plus
37,t5pj@,5,-5.107146144876404,2,5.107146144876404,1,0,3,anti_homophones_plus
38,{bnQkjUplItju@tI,16,-12.52510297484221,7,12.52510297484221,1,0,0,anti_homophones_plus
39,k@nfjuzIk,9,-5.993970626809261,3,5.993970626809261,1,0,0,anti_homophones_plus
40,sEtl@nd@rI,10,-7.239227585634557,4,7.239227585634557,1,0,0,anti_homophones_plus
41,d5mEsIl,7,-8.179019573344087,3,8.179019573344087,1,0,0,anti_homophones_plus
42,bl{NkI,6,-5.00960489890886,2,5.00960489890886,1,0,1,anti_homophones_plus
43,k@mprEs,7,-4.818581104705762,2,4.818581104705762,1,0,0,anti_homophones_plus
44,plEnd@l2z,9,-6.930791741516125,3,6.930791741516125,1,0,0,anti_homophones_plus
45,fr$d,4,-4.42729845301433,1,4.42729845301433,1,1,9,anti_homophones_plus
46,InhIbItId,9,-4.874792033444582,4,4.874792033444582,1,0,0,anti_homophones_plus
47,flEmIst,7,-7.638929553472391,2,7.638929553472391,1,0,0,anti_homophones_plus
48,str{dIk,7,-6.176002745062836,2,6.176002745062836,1,0,0,anti_homophones_plus
49,lumIn1S@s,9,-6.37529346272186,4,6.37529346272186,1,0,0,anti_homophones_plus
50,s7r4d,5,-5.786103044048067,2,5.786103044048067,1,0,1,anti_homophones_plus
51,dIsIntr{nsp{r@mIdwEstw@dz,25,-14.36855502024725,8,14.36855502024725,1,0,0,anti_homophones_plus
